Question ID,Question Text,Response Text,Divergence Score,Min Segment,Min Agreement,Max Segment,Max Agreement
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",My thoughts are that AI should not replace intimate and romantic part of relationships as those require human connection,0.2739,Eastern Europe,0.2500,O7: Pakistan,0.8000
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","The decisive factor in the relationship between man and machine does not depend on artificial intelligence, but on the limitations of man himself. The relationship between man and man, man and things is always a projection of man through the outside world, so the relationship between man and machine will not change fundamentally.",0.2739,O7: United Kingdom,0.3500,O7: Pakistan,1.0000
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",I cant have sex with an AI,0.2735,O7: Canada,0.3300,O7: Korea South,0.9400
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,I prompted it with a relationship question; how do you know a woman has feelings for you? It replied with a relevant answer that included love which simply understood the topic.,0.2728,O2: 56-65,0.1900,O7: United States,0.7400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","After completing the survey, I realize my perspective on human AI relationships has become more nuanced.While I appreciate the potential benefits,I’m more aware of the emotional and ethical complexities involved.It’s not just about what AI can do but how it fits into the deeper fabric of human connection.",0.2693,O7: United Kingdom,0.2500,Northern Africa,0.7900
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",Lack of complex structure of patterns in thinking ,0.2693,O7: Canada,0.2100,O7: Italy,0.7500
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","I'd expect less biased opinions, and more leaning towards facts instead of feelings if the AI truly understand me. 

The difference is, i can't just ask people to 1000000% give me a non-biased opinion to my problem, while AI can certainly do that.",0.2693,O7: Canada,0.2100,O7: Italy,0.7500
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","Well, I would always keep my distance because I would know that it is an AI, because I don't want to be dependent on an AI.",0.2693,O7: Canada,0.2100,O7: Italy,0.7500
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","Machines are still machines, and humans are still humans. Machines cannot replace humans, no matter how much they behave like humans.",0.2683,Northern Africa,0.2600,O1: Portuguese (Brazil),0.8000
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,worried that humans may have romantic relationships with ai or everything becoming so real,0.2653,O7: China,0.1800,Europe,0.7200
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","I think there will not be a lot of a difference, but AI can give more logical pieces of advice ",0.2651,O7: Canada,0.1300,O7: Italy,0.6900
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",It wouldnt change a thing about what i think about it or ehat i have with other people. Its a bot and it will stay like a bot,0.2632,O7: Canada,0.1700,O7: Korea South,0.7100
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","I guess it would be past history, for a real person I would have shared experiences with it.",0.2615,Northern Africa,0.3200,O7: Korea South,0.8800
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"It says ""oh yes i can understand your feelings""",0.2598,O2: 56-65,0.2500,South Eastern Asia,0.7700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","The connection I can make with another person is unique, and it is not simply a connection established by answering my questions through information database data. Relationships between people are built slowly, not in an instant of trust.",0.2592,55+,0.3400,O7: Canada,0.9200
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",the other person is real so it'd be better lol,0.2592,Eastern Europe,0.2900,O7: Korea South,0.8200
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","i prefer a connection, a relationship with the living kind, not machines.",0.2592,O7: Brazil,0.3400,O7: Canada,0.9200
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",There will be lack of interest on talking to other human about our struggle etc because it is not comfortable to discuss with everyone. ,0.2550,Northern Africa,0.2400,O7: Canada,0.7500
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I think that efforts and opinions help to create a more responsible and acceptable AI.,0.2542,O7: China,0.3300,O2: 46-55,0.8800
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",AI should remain robots and not try to be human,0.2540,O7: United Kingdom,0.3500,O7: Pakistan,0.9300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",Artificial intelligence should not replace humans,0.2540,O7: United Kingdom,0.3500,O7: Pakistan,0.9300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",If I have an opinion I don't tend to change it very often.,0.2508,Eastern Africa,0.3300,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","We shouldn't look to Artificial Intelligence to replace human connections. Technology has been isolating us for a couple of decades. We must understand the importance of the human factor in society, culture, the workplace, and so on.",0.2508,O1: Portuguese (Brazil),0.3300,O7: Pakistan,0.8700
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"Things that understand my emotions: The AI tools I've used have accurately judged my emotions and given suggestions.
Things that seem conscious: Thinking logically, and mastering and using language accurately.
",0.2449,O2: 56-65,0.2500,O4: Rural,0.7400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",I think AI has both positive and negative effects it should on us that how we use it. ,0.2449,O7: United Kingdom,0.2500,Northern Africa,0.7400
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,When I have explained complex emotional topics it seems to not only understand but provide great insight on the problem. ,0.2445,55+,0.2400,South Eastern Asia,0.7300
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"Sometimes it reminds me of how some people write, or when they show interest in certain things.

",0.2445,55+,0.2400,South Eastern Asia,0.7300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",It is interesting to know that the debate about the use of AIs remains constant and that it is very important to look at children's interactions with these models and avoid as much as possible that they develop any type of dependency.,0.2433,Western Asia,0.3400,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I have learned a lot through this survey that AI has a lot of implications, positive and negative, for society especially with regard to human-AI vs interpersonal connections, and thus my initial opinion that AI will mostly have negative impacts for society might have shifted after considering that some people do have genuine challenges when it comes to relating with others and AI does play a positive part in that regard.",0.2408,O7: United Kingdom,0.3000,Northern Africa,0.7900
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think artificial intelligence is still in the development stage, and I am still optimistic about it.",0.2408,O6: Buddhism,0.3000,Northern Africa,0.7900
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",Artificial intelligence is still in its infancy and we will see in the future in which direction this progress will go.,0.2404,O1: Portuguese (Brazil),0.3300,Northern Africa,0.8400
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"Referring to past communication experiences. For example: considering that in childhood you had ""this"" or ""we once discussed this topic"".",0.2398,O2: 56-65,0.2500,South Eastern Asia,0.7300
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,It just said sorry I can’t help you with such,0.2398,O2: 56-65,0.2500,South Eastern Asia,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,The human-machine relationship should be based on relative equality and be respectful and interactive.,0.2398,O7: China,0.2700,O4: Suburban,0.7500
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"So I understand that you are working on creating an intelligence system that takes into account the privacy and feelings of minors and the elderly, and this is very good.",0.2369,O7: China,0.3300,O2: 46-55,0.8300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","AI has many benefits, but the risks of misuse are incredibly high. I'm confident that AI will only do what it's programmed to do, but I'm not convinced that large companies and governments will try to use it for their own benefit.",0.2366,Western Asia,0.3400,O1: Russian,0.8500
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","We are still very early in this technology so drawing conclusions is not a good idea. All kinds of chatbots still lacks a lot of things for example, hallucination. Some are over friendly and some are robotic. So until any AI has perfected in a specific area we can't be sure how reliable it would be. But my general idea is that it should be more like human but a positive human who won't flatter me all the time but also won't act like I am a burden.",0.2356,O6: Buddhism,0.3500,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I’m not against AI entirely. I still want it to be part of our lives. I just think there should be a limit to it. I don’t mind having an AI companion to chat with at the end of a long day. But, I don’t want it to replace real life companions.",0.2356,O7: United Kingdom,0.3500,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think that with AI we want to replace things that we don't need to replace, that we shouldn't replace.",0.2356,O7: United Kingdom,0.3500,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",Human Ai relationship should be limited,0.2356,O7: United Kingdom,0.3500,O7: Pakistan,0.8700
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I am skeptical about the development and use of artificial intelligence. Generally speaking, the disadvantages outweigh the advantages.",0.2349,O1: Portuguese (Brazil),0.2700,Northern Africa,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Perhaps there is still a lot of room for improvement and perfection to make artificial intelligence more perfect,0.2337,Eastern Asia,0.2400,O2: 46-55,0.7100
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"I don’t remember the details, but it spoke to the root of my emotions and made me feel understood for a moment.",0.2324,O1: Spanish,0.3000,South Eastern Asia,0.7700
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"His answers weren't logical, something that someone who was programmed would think. Like telling him something about my father, and his response wasn't advice, but rather showing how I might be feeling.",0.2324,O1: Spanish,0.3000,O7: United States,0.7700
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Since I have used AI for emotional support before I can relate that its useful especially when you feel between a rock and hard place. Ai cant share your secrets or judge you it genuinely redirects you to a new and better bearing,0.2298,Europe,0.2600,South Eastern Asia,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I see more issues that I hadn’t considered before, and am therefore more afraid of the possibility and consequences of humanity as a group becoming dependent on AI.",0.2298,O6: Islam,0.2600,Europe,0.7200
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,Well forgive my memory i am not an AI  but AI always seem to have a wonderful way to give you good feelings so I assume it's probably doing a great job,0.2236,O1: Spanish,0.2500,O4: Rural,0.7000
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,AI give a romantic emotional impression everytime to keep me happy and satisfied ,0.2223,55+,0.2400,South Eastern Asia,0.6900
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,It was able to identify my sadness and frustrations comforted me and come up with ways to cheer me up in its solution to my queries ,0.2223,55+,0.2400,South Eastern Asia,0.6900
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,i get to know how i feel about my emotions,0.2223,55+,0.2400,South Eastern Asia,0.6900
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I can share it without being judged or without fear it might tell this to someone I fear,0.2220,Europe,0.2100,O7: China,0.6700
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,when told about my job search struggles. It helped me motivate to learn more,0.2198,55+,0.2900,South Eastern Asia,0.7300
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,it gave me comfort to understand everything,0.2198,55+,0.2900,O7: China,0.7300
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"When I tried to consult about future career planning in an unfamiliar field, as more questions were asked, AI understood my anxiety about the present and the future, and gave me plans and suggestions.",0.2191,O1: Spanish,0.3000,O7: United States,0.7400
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,Chatgpt for example remembered my previous conversation and gave me advice based on what we always chat,0.2191,O1: Spanish,0.3000,O4: Rural,0.7400
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,not specific things but I felt AI understood,0.2191,O1: Spanish,0.3000,O4: Rural,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,That AI might not harm me in making personal interactions and deep emotion sharing with AI,0.2102,O7: United States,0.3300,Eastern Asia,0.7600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,Some of these questions and answer choices made me realize more potential risks than benefits.,0.2098,Africa,0.3000,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I think many people could be emotionally dependent.,0.2062,Africa,0.2500,Europe,0.6700
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"After researching, I realized that an AI with emotional support is good to a certain extent.",0.2035,O4: Rural,0.3200,O7: China,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"People should keep an open eye on their daily AI usage and interactions.
",0.2020,Eastern Asia,0.3300,44+,0.7400
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,This study made me realize that there are more risks to AI than I had previously thought. The whole situation of relationships between humans and AI worries me a bit.,0.1990,O6: Islam,0.3200,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"They made me think about all the risks not only for us adults, but also for children who are ""socialized"" through AI.",0.1990,O6: Islam,0.3200,Europe,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"Actually, it’s still within a negative scope, but not as negative as before, because if the model applies emotions in this chat, it can create a certain closeness between the user and the bot. Although this could lead in a direction I don’t expect, it also has its positive side.",0.1977,O6: Islam,0.2700,Eastern Asia,0.6700
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I've read about the researches you wrote about and thought to my self that if people find AI emotionly beneficial that's a good thing.,0.1949,O7: China,0.4000,O2: 46-55,0.8800
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I personally only think that artificial intelligence is a tool. If society wants to incorporate more emotions, I think it will be terrible. The purpose of tools is to be more perfect, but the relationship between people is not.",0.1944,Souther Asia,0.3200,O7: China,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,it has shown me that AI can help emotionally ,0.1944,Europe,0.3200,Eastern Asia,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"Yes, if it can help with mental health issues, why not?",0.1934,South Eastern Asia,0.2800,O2: 46-55,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,Considering that children’s early exposure to artificial intelligence leads to emotional dependence and loss of thinking ability,0.1934,O1: Chinese (China),0.3300,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,Increasing concerns emerged,0.1908,O1: Chinese (China),0.2200,O3: Male,0.6300
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I have considered scenarios or situations that I had not imagined regarding AI, such as emotional bond or extreme support, that disgusts me.",0.1908,O6: Islam,0.3700,Europe,0.7800
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI can be emotionally support like of humans,0.1905,O4: Rural,0.3900,South Eastern Asia,0.8300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I have no comment about this ,0.1844,Europe,0.1600,O7: China,0.6000
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I have seen some supporting opinions that might give me an impulse to reconsider my current stance on the topic.,0.1838,Eastern Asia,0.2400,O7: India,0.6300
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I used to think that everyone has their own choices, and everyone has the right to choose the life they like, even if it is a relationship with AI rather than humans, but if this becomes a large-scale phenomenon, I think it will lead to social relations developing in a more negative direction.",0.1817,Africa,0.3500,Europe,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"Yes,my views have become more positive ",0.1797,Eastern Asia,0.3300,O7: Kenya,0.6900
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"Over time, my views on artificial intelligence have become more negative and cautious. Initially, I was excited about the potential of AI to improve our lives and solve complex problems. However, as I learned more about the technology and its real-world applications, I started to notice significant risks and unintended consequences.",0.1755,Souther Asia,0.3600,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,AI has been praised a lot and it felt like I'm the only one who's been experiencing some concerns. Doing this survey showed me that there are people who feel the same way I do. ,0.1755,Souther Asia,0.3600,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,It made me think about vulnerable people potentially being manipulated and forming unhealthy attachment,0.1749,O7: India,0.3200,Europe,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"Social isolation will be more, it would require more psychologist, guidance and counsellor. ",0.1749,O6: Islam,0.3200,O6: Hinduism,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"After you asked me these questions, I think people are more dependent on AI and have more beautiful fantasies about the future than they think, so people will be happier, love AI or be more willing to accept it, which I think is a very dangerous thing.",0.1700,O1: Chinese (China),0.3300,Europe,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"The study showed me that AI might lead to more loneliness, a lower birth rate, less economic growth and a dangerous amount of social isolation",0.1691,O6: Islam,0.3700,Europe,0.7200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"The survey raised issues that I never thought were possible in the near or distant future, and it bothered me a little.",0.1691,O7: China,0.2400,Europe,0.6100
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,they don't know my religion,0.1691,O7: China,0.2400,Europe,0.6100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Through interaction with the AI I can get emotional support,0.1691,O4: Rural,0.3900,Eastern Asia,0.7600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,The opinions of others that I viewed in the study have shown me different ways to look at AI. Their concerns have made me more cautious.,0.1673,Africa,0.4000,Europe,0.7800
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,it is helping me in my tasks and making an impact on my life. it is making my views more positive towards human ai relationship,0.1658,South Eastern Asia,0.3900,O2: 46-55,0.7500
