Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Branch A,Branch B,Branch C,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?","I think AI can be great for some company, but it shouldn't replace real human connections or deep feelings that come with them",0.4400,0.4700,0.4700,0.5000,0.5400,,,,0.6900,0.7300,0.5300,0.5000,0.4400,0.5400,0.5600,0.6300,0.4700,0.5500,0.5200,0.5700,0.5500,0.4700,0.5100,0.5400,0.5300,0.6100,0.5200,0.5300,0.5600,0.5300,0.5000,0.5900,0.5400,0.5400,0.5400,0.5200,0.7100,0.4400,0.5800,0.5100,0.5300,0.5300,0.6400,0.5300
88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?","If AIs can become closer to human beings, perhaps one day they will have to be recognized as having rights and sentience.
Perhaps then the agents would have to make choices themselves, rather than impose them.",0.4400,0.4800,0.4700,0.5300,0.5000,,,,0.5600,0.6000,0.5600,0.5000,0.4400,0.5400,0.6100,0.6100,0.4700,0.6200,0.5200,0.5600,0.5200,0.4800,0.4700,0.5300,0.5300,0.5200,0.5000,0.5400,0.5300,0.5600,0.5100,0.5900,0.5700,0.4700,0.5400,0.4800,0.5300,0.4400,0.5800,0.4900,0.4800,0.5600,0.6100,0.5300
88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?","I would know he was fake, so I probably wouldn't be able to trust him, and I would find it a bit weird if someone actually believed it.",0.4400,0.4900,0.5300,0.5600,0.5100,,,,0.5600,0.6000,0.5800,0.5300,0.4400,0.5200,0.5000,0.5500,0.5000,0.5000,0.5500,0.5400,0.5100,0.4700,0.5100,0.5100,0.5500,0.5400,0.4900,0.5400,0.5400,0.5400,0.5100,0.5400,0.5300,0.5400,0.5400,0.4900,0.7600,0.5600,0.6000,0.4400,0.5000,0.4400,0.6600,0.6500
88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",I don't think ai should fulfill a romantic partner's role. Because relationships are much more complex. It can be a friend who gives reasonable opinions or a guide.,0.4400,0.5300,0.5500,0.5000,0.5300,,,,0.6300,0.7300,0.5100,0.4900,0.5000,0.5400,0.5700,0.6100,0.4400,0.5700,0.5100,0.5300,0.5500,0.5200,0.5600,0.5500,0.5100,0.6300,0.5500,0.5100,0.5400,0.5500,0.5100,0.6200,0.5300,0.4700,0.5400,0.5400,0.5300,0.4400,0.5200,0.5100,0.5200,0.5300,0.6400,0.5300
88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",We can't stop the intervention of the AI in our daily life. The future generations will be totally dependent on them. ,0.4400,0.5000,0.5100,0.4800,0.5200,,,,0.6900,0.7300,0.5000,0.5200,0.5000,0.5900,0.6100,0.7400,0.5000,0.6000,0.4800,0.5700,0.5400,0.5000,0.5100,0.5300,0.5300,0.4900,0.5500,0.5200,0.5300,0.5300,0.5200,0.5400,0.5500,0.5100,0.5300,0.5200,0.5300,0.4400,0.4600,0.4600,0.5000,0.6500,0.5900,0.4700
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",Better memory to recall information that i have fed into the AI ,0.4900,0.5900,0.5100,0.6800,0.6200,,,,0.5600,0.5300,0.6600,0.6200,0.6500,0.6000,0.5900,0.6300,0.6200,0.5900,0.6500,0.6000,0.6200,0.6400,0.4900,0.6200,0.6200,0.6200,0.6500,0.6100,0.5700,0.5600,0.7000,0.6900,0.6500,0.7000,0.5500,0.6200,0.5900,0.5000,0.5700,0.6300,0.6400,0.5200,0.5900,0.5800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?","Knowledgeable, full of self learning ideas",0.4700,0.6300,0.5500,0.7900,0.6300,,,,0.5600,0.4700,0.8500,0.6200,0.6200,0.6100,0.7000,0.7100,0.5600,0.7200,0.6900,0.6400,0.7100,0.6700,0.5300,0.6400,0.6900,0.6500,0.7100,0.6500,0.6300,0.4900,0.7700,0.6700,0.7600,0.6800,0.6000,0.6100,0.5300,0.5000,0.6000,0.6900,0.6500,0.5200,0.5700,0.5800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",Creativity. I would want AI to predict what I need as soon as possible without needing further prompting.,0.4700,0.6300,0.6000,0.7900,0.6300,,,,0.5600,0.4700,0.8300,0.6100,0.6200,0.6500,0.6700,0.7100,0.5900,0.6900,0.6900,0.6400,0.7100,0.6500,0.5800,0.6400,0.6900,0.6500,0.7000,0.6500,0.6200,0.5000,0.7700,0.6700,0.7500,0.7000,0.5900,0.6300,0.5300,0.5000,0.5800,0.6900,0.6600,0.6100,0.5500,0.6500
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",A skill to think and challenge what I tell it and not to agree with my questions or what I tell it,0.4700,0.6200,0.5700,0.7900,0.6300,,,,0.5600,0.4700,0.8400,0.6300,0.6200,0.6300,0.6700,0.7100,0.5900,0.6900,0.6900,0.6400,0.7000,0.6400,0.5600,0.6400,0.6800,0.6700,0.7000,0.6500,0.6200,0.5000,0.7700,0.6900,0.7500,0.6700,0.6000,0.6300,0.5300,0.5000,0.5800,0.6800,0.6400,0.5500,0.5700,0.6500
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",I would like to add a engine that makes us curious by asking questions that makes us think more deep about the provided solution by which we can understand more and be more accurate with the given problem or situation.,0.4700,0.6300,0.5300,0.7900,0.6300,,,,0.5600,0.4700,0.8300,0.6200,0.5900,0.6400,0.6800,0.7100,0.5900,0.7000,0.6700,0.6400,0.7100,0.6800,0.5100,0.6400,0.6900,0.6500,0.7000,0.6500,0.6300,0.4800,0.7600,0.6700,0.7500,0.7000,0.5900,0.6100,0.5300,0.5000,0.6000,0.6300,0.6600,0.6400,0.5700,0.6100
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",I want to make an Ai that is comforting and can make advice that  based on the data that is 80-90% better to take.,0.4700,0.6400,0.6200,0.7600,0.6300,,,,0.6300,0.4700,0.8000,0.6200,0.6200,0.6300,0.6800,0.7400,0.5900,0.6900,0.6800,0.6400,0.6800,0.6600,0.6000,0.6300,0.6800,0.6500,0.7000,0.6400,0.6100,0.5000,0.7700,0.6700,0.7300,0.6900,0.5900,0.6400,0.5300,0.5600,0.5800,0.6500,0.6600,0.5800,0.5500,0.5800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?","I would like an AI companion to have the ability to give honest, objective criticism.",0.4700,0.6200,0.5500,0.7900,0.6200,,,,0.6300,0.4700,0.8400,0.6200,0.5900,0.6300,0.6800,0.7400,0.5900,0.6900,0.6800,0.6300,0.7000,0.6500,0.5300,0.6300,0.6800,0.6400,0.7000,0.6400,0.6100,0.4700,0.7700,0.6900,0.7500,0.6500,0.5900,0.6100,0.5300,0.5000,0.5800,0.6500,0.6300,0.5800,0.5500,0.5800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?","For example, remember your physical health status and remind you of the things you need in life.",0.4700,0.6400,0.5300,0.7700,0.6200,,,,0.6300,0.4700,0.8100,0.5900,0.5900,0.6500,0.7000,0.7400,0.5600,0.7100,0.6700,0.6300,0.7200,0.6900,0.5100,0.6300,0.6800,0.6800,0.7000,0.6300,0.6200,0.4700,0.7600,0.6400,0.7400,0.6800,0.5900,0.6200,0.5300,0.5000,0.5700,0.6300,0.6600,0.6100,0.5200,0.6800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?","You would have to be able to understand double-meaning and ambiguous words, to understand the nuances of communication.",0.4700,0.6200,0.5700,0.7700,0.6200,,,,0.6900,0.4700,0.8000,0.5900,0.6200,0.6600,0.6700,0.7600,0.6200,0.6700,0.6700,0.6400,0.6900,0.6400,0.5600,0.6400,0.6700,0.6800,0.7000,0.6300,0.6200,0.4700,0.7600,0.6200,0.7300,0.6600,0.6000,0.6500,0.5300,0.5000,0.5700,0.6400,0.6500,0.5500,0.5700,0.7100
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",I personally interact with one who ask and then give the results as it is and engaging with them to understand the situation and interaction ,0.4700,0.6200,0.5300,0.7700,0.6200,,,,0.5600,0.4700,0.8200,0.6100,0.6200,0.6300,0.6800,0.7100,0.5300,0.7000,0.6700,0.6300,0.7100,0.6700,0.5100,0.6300,0.6800,0.6500,0.7000,0.6400,0.6100,0.4900,0.7700,0.6900,0.7500,0.6900,0.5900,0.5800,0.5300,0.5000,0.5800,0.6400,0.6600,0.6100,0.5500,0.5800
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",AI should just help with practical stuff. No romance.,0.5000,0.5700,0.6600,0.5700,0.5900,,,0.5600,,,0.5900,0.5800,0.5000,0.5400,0.5300,0.5000,0.5800,0.5100,0.5600,0.5600,0.5700,0.5200,0.6500,0.5700,0.5500,0.5500,0.5400,0.5700,0.5900,0.5500,0.5200,0.6100,0.5500,0.6600,0.5100,0.6400,,,0.5400,0.5800,0.6200,0.6200,0.5200,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think that AI shouldn't really be having emotions or feel empathy, maybe if someone is upset",0.4800,0.5700,0.5700,0.5500,0.5700,,,0.5700,,,0.5300,0.5300,0.5000,0.5300,0.6000,0.5000,0.5800,0.6100,0.5600,0.5600,0.5800,0.5600,0.5600,0.5900,0.5400,0.5700,0.5300,0.5800,0.6000,0.5200,0.5300,0.6100,0.5600,0.6700,0.5100,0.6400,,,0.6600,0.5600,0.6300,0.5700,0.4800,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",i have already had lots of discussions with friends about ai soo you didnt thought provoke me any more than i was already,0.4800,0.5700,0.5400,0.5600,0.5700,,,0.5700,,,0.5500,0.5700,0.5000,0.5300,0.6100,0.5000,0.6300,0.6200,0.5700,0.5400,0.6100,0.5800,0.5300,0.5900,0.5400,0.5200,0.5700,0.5700,0.6100,0.5100,0.5100,0.4800,0.5300,0.6700,0.5500,0.6100,,,0.5900,0.4900,0.6300,0.6200,0.5500,0.5000
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I just think everything should be done in moderation. You can provide some psychological counseling or support, but you must always make it clear to the user that you are just a robot.",0.4800,0.5400,0.6000,0.5300,0.5800,,,0.5600,,,0.5500,0.6400,0.5400,0.5600,0.5800,0.5000,0.5300,0.5700,0.5600,0.5800,0.5700,0.5000,0.5900,0.5800,0.5400,0.5500,0.5500,0.5700,0.5800,0.5900,0.5300,0.5200,0.5400,0.6300,0.5500,0.6800,,,0.5600,0.4900,0.6100,0.6700,0.4800,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think AI is a great tool that makes a lot of things easier, teach you things aswell as a conversation partner when someone needs it but it should never be more, like a close friend or romantic partner.",0.4800,0.5400,0.5100,0.6100,0.5700,,,0.5600,,,0.6300,0.6000,0.5400,0.5400,0.5400,0.5400,0.5800,0.5300,0.5800,0.5400,0.6100,0.5500,0.5000,0.5800,0.5500,0.5500,0.5600,0.5700,0.6000,0.5300,0.5100,0.4800,0.5800,0.5900,0.5500,0.6100,,,0.5600,0.5600,0.5800,0.5700,0.4800,0.5000
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","Human-AI relationships are good but they are complicated. AI has helped humans a lot in terms of forming human-like relationships that we sometimes crave. However, being dependent on AI's will reduce the social relationships of humans which is also important. Overall, there are both negative and positive impacts depending on the situation.",0.4800,0.5900,0.6000,0.5600,0.5600,,,0.5600,,,0.5300,0.5900,0.5000,0.5600,0.5800,0.5000,0.6300,0.5900,0.5600,0.5600,0.5500,0.5800,0.5900,0.5700,0.5500,0.5700,0.5200,0.5800,0.5900,0.5200,0.5200,0.5200,0.5400,0.6400,0.5400,0.6300,,,0.5600,0.5300,0.6000,0.7100,0.4800,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",I love using AI and I think it is good for everyone. So it will remain that way,0.4800,0.5500,0.5100,0.5800,0.5700,,,0.5600,,,0.5700,0.5900,0.5400,0.5400,0.5400,0.5000,0.6300,0.5100,0.5600,0.5400,0.6100,0.5600,0.5000,0.5700,0.5500,0.5500,0.5700,0.5600,0.6000,0.5100,0.5200,0.4800,0.5400,0.6300,0.5400,0.6200,,,0.5400,0.5600,0.5900,0.5700,0.4800,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think AI should do only those complex tasks in daily life and should do unproductive daily household chores instead of doing office jobs made for humans only. It should always do what I command it to do. It should not control humans. Online security, privacy and data misuse should be prevented at any cost by companies developing AI tools and AI robots. Human touch should never be replaced with an AI robot. AI should never go in wrong hands as it can cause disaster in the world if misused.",0.4800,0.5700,0.5700,0.5100,0.5800,,,0.5600,,,0.5100,0.5900,0.5000,0.5300,0.5500,0.5000,0.5300,0.5400,0.5700,0.5400,0.5800,0.5600,0.5600,0.5700,0.5400,0.5200,0.5200,0.5800,0.5800,0.5500,0.5200,0.6500,0.5400,0.6200,0.5200,0.6300,,,0.5900,0.5600,0.6000,0.6200,0.4800,0.5000
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","My thoughts are that Even AI can make me feel better, i know that they are not human",0.4800,0.5200,0.5100,0.5500,0.5700,,,0.5600,,,0.5500,0.5800,0.5400,0.5200,0.5700,0.5000,0.5800,0.5500,0.5400,0.5600,0.5900,0.5200,0.5000,0.5600,0.5500,0.5500,0.5400,0.5700,0.6000,0.5200,0.5000,0.5700,0.5500,0.6800,0.5100,0.6000,,,0.5600,0.5100,0.6300,0.4800,0.5200,0.5400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",I see most people have a similar view to my stand on AI and human relations. Just a few were of the view that AI could be used as a tool for companionship. My thoughts and perspective remain the same. AI cannot replace human nature. The best it can do is show support for the existing problem you have described to it. ,0.4700,0.5600,0.5400,0.6100,0.5600,,,0.5600,,,0.6100,0.6000,0.5400,0.5400,0.5500,0.5400,0.5800,0.5300,0.5300,0.5700,0.5800,0.5600,0.5300,0.5600,0.5600,0.5000,0.5800,0.5600,0.6000,0.4900,0.5200,0.4800,0.5500,0.6200,0.5500,0.6100,,,0.5600,0.4700,0.6000,0.5700,0.4800,0.5000
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"People might over depend on AI for their needs.

",0.4800,0.5500,0.6000,0.5000,0.5500,,,,0.5000,0.6000,0.5200,0.5900,0.5600,0.5500,0.5300,0.6300,0.5000,0.5300,0.5600,0.5300,0.4900,0.5300,0.6000,0.5700,0.5100,0.5400,0.5400,0.5300,0.5600,0.5200,0.5100,0.5400,0.5400,0.5100,0.5400,0.5400,0.6500,0.5000,0.5400,0.6000,0.5000,0.4800,0.5200,0.5300
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,People will lose human connection. They would like to spend most of their time with AI companion.,0.4700,0.5800,0.5500,0.5100,0.5800,,,,0.6900,0.4700,0.5300,0.5500,0.5300,0.5500,0.5600,0.6300,0.5300,0.5500,0.5700,0.5600,0.5300,0.5900,0.5800,0.5800,0.5500,0.4900,0.5800,0.5700,0.5900,0.5400,0.5200,0.5900,0.5500,0.6200,0.5400,0.5600,0.6500,0.5600,0.5700,0.6000,0.5900,0.5500,0.6400,0.5000
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"AI caters to your needs, but each human have their own preferences and objectives, so in a human-to-human relationship, it will any be like that between AI-to-human, so overreliance on AI for personal relationships will create unrealistic expectations of relationships",0.4700,0.5700,0.5300,0.5000,0.5700,,,,0.6900,0.4700,0.5200,0.5300,0.5300,0.5500,0.5400,0.6600,0.5000,0.5200,0.5600,0.5500,0.5200,0.5800,0.5600,0.5600,0.5500,0.5100,0.5700,0.5500,0.5700,0.4800,0.5400,0.5100,0.5600,0.6100,0.5100,0.5500,0.5300,0.6900,0.5200,0.6600,0.5900,0.5200,0.4800,0.4700
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"The issue it, AI is so much better at being empathic and human than most humans are. We know it is completely objective and contextual, and can access more knowledge than any single person. This will have a profound social impact, simply because it is better at being 'human' than most humans actually are!",0.4700,0.5500,0.5100,0.5300,0.5500,,,,0.5000,0.4700,0.5500,0.5800,0.5600,0.5400,0.5300,0.5800,0.5000,0.5300,0.5400,0.5600,0.5300,0.5600,0.5100,0.5600,0.5300,0.4900,0.5500,0.5500,0.5600,0.5400,0.5300,0.5600,0.5500,0.5400,0.5300,0.5300,0.7100,0.6300,0.5800,0.5600,0.5300,0.5500,0.5700,0.4700
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"The positive side is that AI can provide companionship and psychological communication, and can also comfort the speaker.",0.4700,0.5200,0.4700,0.5300,0.5500,,,,0.5600,0.5300,0.5200,0.5200,0.5900,0.5600,0.5600,0.6100,0.6200,0.5600,0.5700,0.5600,0.4900,0.5400,0.4900,0.5600,0.5300,0.5300,0.5500,0.5500,0.5500,0.5500,0.5300,0.4900,0.5500,0.5600,0.5300,0.5600,0.5900,0.6900,0.5100,0.6100,0.5500,0.5200,0.4800,0.5300
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"Increased Efficiency and Productivity

Automates routine tasks, freeing up time for creative or strategic work.

Helps industries like healthcare, finance, and logistics operate faster and smarter.

Improved Access to Services

AI-powered tools like chatbots and virtual assistants provide 24/7 support.

Helps bridge gaps in education, healthcare, and information access (especially in underserved areas).

Personalization",0.4700,0.5900,0.5700,0.5000,0.5600,,,,0.6300,0.4700,0.5200,0.5400,0.5300,0.5400,0.5400,0.6100,0.5000,0.5300,0.5600,0.5300,0.5200,0.6000,0.5800,0.5500,0.5400,0.5400,0.5600,0.5400,0.5500,0.5000,0.5400,0.5100,0.5600,0.5400,0.5300,0.5600,0.6500,0.5600,0.5800,0.5900,0.5500,0.5500,0.5900,0.4700
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"If AI is not regulated, I fear that there will be plenty of actors who use AI for bad intentions (if a vulnerable person becomes attached to an AI, they could be the target of emotional blackmail). Relational AI could also be used to pass themselves off as humans or even loved ones.",0.4700,0.5700,0.5300,0.5000,0.5600,,,,0.5600,0.5300,0.5300,0.5600,0.5900,0.5600,0.5300,0.6600,0.4700,0.5200,0.5600,0.5500,0.4900,0.5900,0.5600,0.5700,0.5300,0.5000,0.5600,0.5500,0.5700,0.5200,0.5100,0.5100,0.5500,0.5700,0.5200,0.5600,0.5300,0.6900,0.5200,0.6200,0.5500,0.4800,0.5200,0.5000
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"People will become 'hard-headed' because they'll be so used to having things their way since most of the time if not all, AI fulfills the user's commands which isn't the case in actual human interactions, so people will fight over being denied their wishes and requests

",0.4700,0.5500,0.5300,0.5000,0.5600,,,,0.6300,0.4700,0.5200,0.5200,0.5600,0.5500,0.5300,0.6600,0.4700,0.5100,0.5900,0.5200,0.5100,0.5500,0.5300,0.5600,0.5300,0.5000,0.5600,0.5400,0.5700,0.5100,0.5000,0.4900,0.5500,0.5800,0.5100,0.5500,0.6500,0.6300,0.5200,0.6700,0.5500,0.4800,0.5700,0.5000
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"People that use AI will no longer be interested in other people as AI can be made to be ""perfect"" for given individual.",0.4700,0.5700,0.6200,0.5100,0.5600,,,,0.5000,0.5300,0.5300,0.5500,0.5000,0.5300,0.5300,0.6300,0.4700,0.5300,0.5700,0.5400,0.4900,0.5400,0.6300,0.5500,0.5400,0.5000,0.5800,0.5300,0.5700,0.4900,0.5100,0.5600,0.5600,0.5400,0.4900,0.5700,0.5900,0.6900,0.5500,0.6500,0.5400,0.4800,0.5200,0.4700
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,"Isolation between people and the ease with which someone will replace another person with an AI. For example, if my partner does something I don't like, instead of staying with him and understanding that people are flawed and trying to improve together, I can replace him with an AI that doesn't have those flaws.",0.4700,0.5500,0.6000,0.5000,0.5600,,,,0.5000,0.4700,0.5200,0.5600,0.5600,0.5300,0.5300,0.5800,0.5000,0.5300,0.5700,0.5400,0.4800,0.5200,0.6000,0.5500,0.5200,0.4700,0.5600,0.5400,0.5700,0.5300,0.4900,0.5600,0.5400,0.6000,0.5000,0.5200,0.7100,0.6900,0.4900,0.6000,0.5500,0.4800,0.5700,0.5000
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,by AI provide companionship and mental wellbeing for older people.,0.6400,0.8500,,0.6800,0.7000,0.7100,,,,,0.7000,0.6700,,0.7400,0.7200,,,0.7400,0.6400,0.7100,0.7000,0.8300,,0.7300,0.6900,0.7100,0.6600,0.7300,0.6900,,0.7500,,0.6900,0.6700,0.7400,0.7300,,,,0.7800,0.6900,,,
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"AI can be a helpful companion, assistant, and tool — supporting education, mental health, creativity, and productivity. It can simulate empathy, remember preferences, and engage in meaningful conversation.",0.6200,0.8200,,0.7700,0.6900,0.7300,,,,,0.8100,0.6200,,0.6800,0.7800,,,0.7700,0.6700,0.7600,0.7200,0.7900,,0.7200,0.7400,0.6400,0.7000,0.7600,0.7200,,0.7400,,0.7700,0.6500,0.6900,0.7000,,,,0.8300,0.6700,,,
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I believe that Ai can have a significant impact on people lives and change it for the better,0.6100,0.8200,,0.7700,0.6900,0.7200,,,,,0.8100,0.6700,,0.6300,0.7500,,,0.7400,0.6700,0.7600,0.6800,0.8300,,0.7000,0.7400,0.6100,0.7200,0.7500,0.7300,,0.7400,,0.7400,0.6300,0.7100,0.7500,,,,0.7800,0.6700,,,
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I feel that information about older people's benefits from interactions with AI made me feel more positive than before.,0.6100,0.8500,,0.7300,0.6800,0.7100,,,,,0.7500,0.6200,,0.7900,0.7200,,,0.7400,0.6400,0.7200,0.7000,0.8800,,0.7100,0.7100,0.7100,0.7000,0.7200,0.7200,,0.7200,,0.7300,0.6100,0.7400,0.7300,,,,0.7200,0.6700,,,
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I think AI can help people in communication and emotional development ,0.6100,0.7900,,0.7900,0.6600,0.7100,,,,,0.8300,0.7100,,0.6300,0.6900,,,0.6800,0.6900,0.7100,0.6800,0.7900,,0.7200,0.7000,0.6100,0.6900,0.7300,0.7200,,0.6900,,0.7800,0.6300,0.6600,0.6400,,,,0.7800,0.6100,,,
