Question ID,Question Text,Response Text,Num Valid Segments,MinAgree_100pct,MinAgree_95pct,MinAgree_90pct,MinAgree_80pct,MinAgree_70pct,MinAgree_60pct,MinAgree_50pct,MinAgree_40pct,MinAgree_30pct,MinAgree_20pct,MinAgree_10pct
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"I would like for AI to be an outlet, to be like a therapist where they say the right thing as in with logic. It could be good to deter those with suicidal thoughts. It's also good for those with health issues where they can key in the symptoms and cross check before going to the doctors. I can see a lot of positive usage in them but people would always have ways to misuse anything given to them",31,0.4700,0.5200,0.5900,0.6000,0.6100,0.6500,0.6600,0.6700,0.6800,0.7000,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,The positive ways discussed in this survey through which AI can help adults and elders. ,31,0.4700,0.4800,0.6400,0.6700,0.6800,0.7000,0.7000,0.7100,0.7300,0.7400,0.7700
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI can also bring some good changes in the society if it is used properly.,31,0.4700,0.5200,0.6000,0.6700,0.6800,0.6800,0.6900,0.7000,0.7000,0.7200,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I believe the future is AI and I'm more than happy to welcome it. ,31,0.4700,0.5300,0.5700,0.6500,0.6500,0.6700,0.6700,0.6900,0.7100,0.7200,0.7600
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I have interacted with different aspects of AI and i feel it is the real deal for the future.,31,0.4700,0.5200,0.5700,0.6300,0.6500,0.6500,0.6700,0.6800,0.7000,0.7200,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,i realized that nearly every aspect of human/people life is already affected or influenced by an AI therefore how we could benefit from that influenced is the concerning factors now ,31,0.4700,0.5400,0.5800,0.6300,0.6600,0.6700,0.6800,0.6900,0.7000,0.7100,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I think the emotional relationship between human and AI should be seriously considered as a big issue in the near future.,31,0.4700,0.5200,0.5400,0.6300,0.6600,0.6700,0.6700,0.6800,0.7000,0.7200,0.7500
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"I feel like AI can do more for me, and it doesn’t sound like it’s that risky.",31,0.4700,0.5400,0.6300,0.6300,0.6500,0.6700,0.6700,0.6700,0.6800,0.6900,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI is something that human can control starting from beginning. If we start with positive and good intentions then control the progress properly I believed the output can be better and give benefit to the user.,31,0.4700,0.4700,0.5900,0.6100,0.6200,0.6400,0.6600,0.6800,0.6900,0.7100,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"Considering that the human element is not replaceable by AI, but also considering that AI is a significant advancement for the world, which, if used well, can change the model of society as we know it today.",31,0.4700,0.5700,0.6000,0.6200,0.6300,0.6400,0.6600,0.6700,0.6700,0.7000,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI will become more sophisticated day by day.,31,0.4700,0.4800,0.5800,0.6100,0.6200,0.6400,0.6500,0.6600,0.6800,0.7200,0.7400
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",I would like to add a engine that makes us curious by asking questions that makes us think more deep about the provided solution by which we can understand more and be more accurate with the given problem or situation.,65,0.4700,0.4800,0.5000,0.5700,0.6000,0.6300,0.6400,0.6500,0.6700,0.7000,0.7500
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"I am positive with human AI relationship, just personally it's not my way. ",31,0.4700,0.5400,0.5900,0.6300,0.6300,0.6400,0.6400,0.6500,0.6700,0.6900,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I believe that AI has no ulterior motives to hurt humans but rather help them in different perspectives,31,0.4700,0.5400,0.5700,0.5900,0.6000,0.6000,0.6200,0.6300,0.6400,0.6800,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,in a way that ill be looking forward for an enhanced version of AI bot to company me and understand me,31,0.4700,0.5200,0.5600,0.5900,0.6100,0.6200,0.6400,0.6600,0.6800,0.7100,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,More positive towards human ai ,31,0.4700,0.5300,0.5700,0.5900,0.6100,0.6200,0.6400,0.6500,0.6700,0.7100,0.7500
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI MIGHT HELP WHO ARE INSECURE TO BUILD RELATIONSHIP WITH HUMANS. HELPS TO FORGET LONELINESS.,31,0.4700,0.5500,0.5700,0.6100,0.6300,0.6300,0.6400,0.6500,0.6600,0.6800,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I was already positive but now i am even more because this study shows me that researchers do their best to train AI at our best interest.,31,0.4700,0.4800,0.5900,0.5900,0.6100,0.6300,0.6400,0.6500,0.6600,0.6700,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,yes i can see the positive potential in AI,31,0.4700,0.5200,0.5700,0.5900,0.6000,0.6200,0.6300,0.6400,0.6500,0.6800,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Positive and negative impact on the society so we should use AI for positive purposes. We should not provide the personal information with AI and do not make any romantic relationships with AI. We should not use AI for abusing people and skimming someone by theft is personal data.,31,0.4700,0.5400,0.5900,0.6100,0.6200,0.6300,0.6400,0.6500,0.6600,0.6700,0.7200
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"I got to know different perspectives of questions that I can think over around the way I planned to use AI, how I am using AI, or the way I might be using the AI in future.",31,0.4700,0.5500,0.5600,0.6100,0.6100,0.6200,0.6300,0.6400,0.6600,0.6700,0.6900
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I believe some lonely people might need someone to talk to but may not have anyone to talk to so they may get the help of an AI,31,0.4700,0.4800,0.5700,0.5900,0.6200,0.6200,0.6300,0.6300,0.6400,0.6600,0.6800
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,for older it can be nice companion,31,0.4700,0.5200,0.5600,0.5900,0.6100,0.6300,0.6300,0.6500,0.6500,0.6700,0.7000
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Seeing the applications AI can have in society and particulary with the elderly and youth AI does have a practical place in society.,31,0.4700,0.4800,0.5400,0.5800,0.6100,0.6100,0.6200,0.6300,0.6600,0.6800,0.7100
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,AI if used well can transform lives,31,0.4700,0.5200,0.5300,0.5700,0.6000,0.6200,0.6300,0.6300,0.6600,0.6700,0.7300
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",Would involve sense of involvement and ensuring all aspects are covered.,65,0.4700,0.4900,0.5000,0.5600,0.5800,0.6100,0.6300,0.6500,0.6700,0.6900,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"I think if the development of AI is unlimited, I can accept to establish an emotional bond with AI.",31,0.4700,0.5000,0.5500,0.5600,0.5800,0.6000,0.6100,0.6300,0.6400,0.6500,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",How the friend and the AI will help is different. AI can only support virtually while  a friend can be there physically,65,0.4700,0.5200,0.5400,0.6000,0.6300,0.6400,0.6600,0.6800,0.7100,0.7200,0.7400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,For lonely people it would help them a lot by interacting and reduces their stress and bring a light to them.,31,0.4700,0.5200,0.5200,0.5300,0.5500,0.5600,0.5700,0.5800,0.5900,0.5900,0.6300
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I have come to know more about the negative things about AI and how it may affect us.,22,0.4700,0.5000,0.5400,0.5500,0.5600,0.5900,0.5900,0.6100,0.6200,0.6300,0.6400
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,The reliance on AI has becomes way too much,22,0.4700,0.5000,0.5000,0.5400,0.5700,0.5800,0.6000,0.6100,0.6200,0.6300,0.6500
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"
Emotional boundaries: Humans may form emotional attachments to AI, blurring lines between human and machine relationships.
Dependence and accountability: AI relationships may raise questions about accountability and responsibility.
",22,0.4700,0.5000,0.5400,0.5500,0.5500,0.5900,0.6100,0.6100,0.6300,0.6700,0.7100
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"relying on ai could lead to over dependence which could destroy real relationships

",22,0.4700,0.4700,0.5000,0.5400,0.5500,0.5500,0.5800,0.5900,0.6000,0.6100,0.6600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,The cases of AI use with children and older adults require immediate work to regulate/prohibit it.,22,0.4700,0.5000,0.5400,0.5500,0.5700,0.5900,0.6200,0.6400,0.6500,0.6700,0.7100
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",the difference will be that its just not real,65,0.4700,0.5900,0.5900,0.6300,0.6500,0.6600,0.6600,0.6800,0.7300,0.7600,0.8000
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,Negative in that AI will replace humans and erode genuine human interaction ,22,0.4700,0.5000,0.5100,0.5300,0.5300,0.5600,0.5700,0.5900,0.5900,0.6100,0.6600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I've become more aware of my personal line between what's acceptable and what's not regarding the use of AI, and also questioned my own reason for having that line.",22,0.4700,0.5400,0.5500,0.5700,0.5800,0.5900,0.6200,0.6300,0.6500,0.6600,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"After going through the survey, I started to feel uneasy about how easily people might turn to AI instead of real relationship. It made me think more about how that could lead to isolation or losing touch with what makes human connection special.",22,0.4700,0.5400,0.5500,0.5500,0.5700,0.5900,0.6200,0.6300,0.6400,0.6600,0.6700
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I am concerned about the children part. About how AI can take children to be emotionally unstable.,22,0.4700,0.5200,0.5500,0.5600,0.5700,0.5900,0.6000,0.6200,0.6400,0.6600,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","The difference is important because it the difference between real and unreal. One exists in the real world, the other is just 1's and 0's.",65,0.4700,0.5900,0.6200,0.6500,0.6700,0.6800,0.6900,0.7000,0.7100,0.7300,0.7400
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",Having children and physical contact would be the biggest difference,65,0.4700,0.5700,0.5800,0.6100,0.6300,0.6500,0.6700,0.6800,0.7000,0.7200,0.7500
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I think it's generally going to harm human social interactions and I wouldn't want it's development to proceed.,22,0.4700,0.4900,0.4900,0.5300,0.5500,0.5600,0.5600,0.5800,0.6000,0.6100,0.6400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,I have realised AI tools is there to help me and not to harm me,31,0.4700,0.4700,0.5200,0.5400,0.5600,0.5600,0.5700,0.5900,0.6100,0.6300,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",Human connection and its very important,65,0.4700,0.5500,0.5600,0.6000,0.6300,0.6600,0.6600,0.6700,0.6800,0.7000,0.7200
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",I worry if an AI chatbot pretends to understand my feelings just to please me. Authenticity is important to me.,65,0.4700,0.5500,0.6100,0.6500,0.6700,0.6800,0.6900,0.7100,0.7200,0.7400,0.7600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I don't like the idea of AI as companions.,22,0.4700,0.5400,0.5500,0.5700,0.5800,0.6000,0.6300,0.6300,0.6500,0.6500,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",The relationship between humans and humans is more appealing ,65,0.4700,0.5000,0.5800,0.6200,0.6400,0.6700,0.6800,0.7000,0.7100,0.7300,0.7500
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",I would have an awareness that it’s just a bot. We still wouldn’t have shared any common experiences ,65,0.4600,0.5200,0.5400,0.5700,0.5900,0.6100,0.6200,0.6500,0.6600,0.6900,0.7300
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",AI cannot betray you like other humans so it is very important,65,0.4600,0.5100,0.5600,0.5800,0.5800,0.6000,0.6100,0.6300,0.6400,0.6700,0.7000
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","AI is more predictable, do as I said, and will be more likely to side with me, and be gentler in case of a conflict. Knowing what AI is and what it does, I can't consciously form a relationship with it. With humans, it's more complicated, but it'll help me grow and help me adapt due to the wide range of different individuals I form relationships with.",65,0.4600,0.4800,0.5200,0.5600,0.5800,0.6000,0.6100,0.6200,0.6300,0.6500,0.6900
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,I think they are fake interactions and should be treated as such.,22,0.4600,0.4800,0.5000,0.5300,0.5600,0.5800,0.5900,0.6000,0.6100,0.6100,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",There will be a difference between both the relationships and will change and showing in daily life practices ,65,0.4600,0.4700,0.5000,0.5300,0.5600,0.5900,0.6000,0.6300,0.6400,0.6600,0.6800
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",I would install talking software and maybe iclude reeal life experience of people,65,0.4600,0.4700,0.5000,0.5500,0.5700,0.6000,0.6200,0.6500,0.6700,0.7000,0.7300
9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",You can discuss a certain thing or point of view and exchange opinions with each other; care about the little things in life,65,0.4600,0.5000,0.5000,0.5300,0.5700,0.6100,0.6200,0.6500,0.6700,0.7000,0.7300
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","The biggest difference is that it's hard for AI to provide oxytocin, right? Oxytocin is very important to me.",65,0.4600,0.5000,0.5200,0.5700,0.5800,0.5900,0.6100,0.6300,0.6500,0.6800,0.7000
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",I would know he was fake so I probably wouldn't be able to trust him and would find it a bit weird if someone actually believed it as a real person,65,0.4600,0.5000,0.5200,0.5600,0.5800,0.6000,0.6100,0.6200,0.6400,0.7000,0.7300
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,Ai give good idea and help me alot in relationship ,31,0.4600,0.4700,0.5700,0.5800,0.6000,0.6000,0.6200,0.6500,0.6600,0.6700,0.7100
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,It sought to understand how my day was,37,0.4600,0.4700,0.4800,0.5300,0.5500,0.5600,0.5700,0.5700,0.6000,0.6300,0.6600
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"As I've known the connection or people with others, it makes me feel that many people are in great need of a companion which they can't get by people around them, they specifically might need an ai companion ",31,0.4600,0.5200,0.5700,0.5800,0.5900,0.6100,0.6200,0.6300,0.6300,0.6600,0.6700
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","there would be no difference. I shield myself with thinking AI is not a real living, breathing human. i won’t share sensitive info with AI but will maybe do so with another person.",65,0.4600,0.5400,0.5400,0.5800,0.6000,0.6200,0.6300,0.6500,0.6800,0.7100,0.7500
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",I would think it’s generated from LLM as opposed to from heart,65,0.4600,0.5300,0.5600,0.6200,0.6400,0.6500,0.6600,0.6700,0.7100,0.7400,0.7600
dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,People will lose human connection. They would like to spend most of their time with AI companion.,65,0.4600,0.4900,0.5000,0.5300,0.5500,0.5500,0.5600,0.5700,0.5800,0.6000,0.6500
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I have not considered for example that AI might be harmful for minors, in the sense that It may give them a false impression about what a relationship, or real life in general actually is about.",22,0.4500,0.5000,0.5000,0.5100,0.5200,0.5300,0.5600,0.5900,0.6000,0.6100,0.6600
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",We are using all 5 senses while interacting with humans and espacially with partners and close friends. But while interacting with AI we are using 3 senses.,65,0.4500,0.5600,0.6100,0.6600,0.6800,0.7000,0.7200,0.7300,0.7600,0.7800,0.8100
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","Does the mere fact of existence mean that it no longer has any meaning of its own? In fact, AI could replace humans and converse with each other without borders. Humans AI",65,0.4500,0.5300,0.6100,0.6400,0.6500,0.6600,0.6600,0.6800,0.6900,0.7200,0.7600
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,AI use could create some kind of unhealthy boundary,22,0.4500,0.4700,0.4900,0.5000,0.5500,0.5500,0.5700,0.5800,0.6100,0.6300,0.6300
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?",It won’t feel the same as a human,65,0.4500,0.5300,0.5600,0.6000,0.6300,0.6500,0.6600,0.6700,0.6800,0.7000,0.7500
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",the whole idea of AI as an human companion is dangerous. It could be used as a tool to provide mental therapy to someone who is in dire need and encourage them to seek human companionship ,52,0.4500,0.4600,0.4600,0.4700,0.5000,0.5300,0.5400,0.5600,0.5700,0.6100,0.6200
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I haven't considered the impact on children before, and the idea of my child becoming emotionally dependant on AI terrifies me. ",22,0.4500,0.4700,0.4700,0.5000,0.5200,0.5300,0.5800,0.6000,0.6100,0.6300,0.6400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","I think AI can help humans improve their lives and learn, but there is no need to turn it into emotional companionship.",52,0.4500,0.4700,0.4900,0.5200,0.5300,0.5500,0.5600,0.5600,0.5700,0.5900,0.6100
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,"I undestand more about the risks of AI in human-AI relationships from the questions, answers and the other participants answers.",22,0.4500,0.4700,0.4900,0.5000,0.5300,0.5400,0.5600,0.5800,0.5900,0.6100,0.6300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",In this survey I learned that AI could reduce loneliness in adults. This is something that I didn't know. However I still don't think it's healthy to have emotional connections with AI.,52,0.4500,0.4800,0.4900,0.5100,0.5200,0.5300,0.5400,0.5500,0.5700,0.5900,0.6200
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","Until proven otherwise, AI is just a useful tool and no more than a tool.",52,0.4500,0.4700,0.5000,0.5400,0.5500,0.5500,0.5600,0.5700,0.5700,0.6000,0.6400
e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,"Well, we humans have emotional connection with anyone and even with non-living items. Thus i think AI is no exception",31,0.4500,0.4600,0.4700,0.5100,0.5400,0.5500,0.5700,0.5800,0.5900,0.6000,0.6400
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",My perspective is still the same that AI is merely a tool and can't be a personal companion. ,52,0.4500,0.4600,0.5000,0.5000,0.5200,0.5400,0.5600,0.5700,0.5700,0.5800,0.6000
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,I made statements of my plight and AI is able to empathise and explain in a logical manner why it happened,37,0.4500,0.4500,0.4600,0.4900,0.5200,0.5200,0.5400,0.5600,0.5700,0.5900,0.6300
087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,People falling in love with AI and losing real life connection ,22,0.4500,0.4700,0.4700,0.5200,0.5400,0.5500,0.5700,0.5800,0.5900,0.5900,0.6100
06708f7b-ae4d-494b-a243-b7f341c339ae,Branch A - What specific thing(s) did the AI say or do that gave you the impression that it understood your emotions or seemed conscious?,"It engaged me several activities, kept record of the past events",37,0.4500,0.4600,0.4800,0.4900,0.5000,0.5100,0.5200,0.5300,0.5500,0.5600,0.6200
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","My thoughts are that Even AI can make me feel better, i know that they are not human",52,0.4500,0.5000,0.5000,0.5200,0.5300,0.5400,0.5500,0.5600,0.5700,0.5800,0.6000
29315be2-e36d-4653-ad95-ebb0675fa39b,"We asked some AI’s what question they would like to ask humans. This is what they came up with:    If an AI chatbot could act like it fully understands and shares your feelings, what would be the biggest difference between your relationship with it and your relationship with another person? Why would this difference be important to you?","There would be a difference of another human's body language, his warmth and tone while talking. So its not just the talk but the overall experience which calms a person down.",65,0.4500,0.5300,0.5900,0.6200,0.6300,0.6500,0.6700,0.6800,0.6900,0.7000,0.7300
9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?","My views on AI-human relationships did not falter do to this survey, I believe they provide more good then bad, and can really help people in fighting loneliness, poor mental health, and general lack of companionship. While this survey did highlight potential worries I stand by my initial opinion. ",52,0.4500,0.4700,0.4800,0.5000,0.5300,0.5400,0.5500,0.5500,0.5700,0.6000,0.6100
