Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
98d8e303-1544-4cb4-abaa-e57e95bd0b49,"I automate my tasks at work occasionally, but the most noticeable thing has been the emotional change I've had personally since my usual use of AI is as a tool since I suffer from loneliness. AI has not only helped me feel better, but it also allows me to continue with my daily tasks without feeling alone, improving my mood and that in turn allows me to interact with more people in the real world.",Positive,Automation of repetitive and mundane tasks,Emotional support and companionship from AI,Increased efficiency and productivity,Reduced stress and workload,,,,,
a0c53006-e21c-4118-81b5-cc5ed741f387,I became creative ,Positive,Content creation and idea generation,Impact on creativity and critical thinking,,,,,,,
b93ebb2c-da52-41e0-99cc-2a50aada6804,"I became lazier, I began to think less, because you can just ask the AI",Neutral,Impact on creativity and critical thinking,Reduced human interaction and increased reliance on AI,,,,,,,
8e893be7-86ea-4e13-97cc-4844ad232579,"I became more productive, at the beginning I had my doubts during use, but this changed with the quality of the answers",Positive,Greater confidence and independence,Increased efficiency and productivity,,,,,,,
fa17d1f3-5243-471f-9721-dfbbae0a4d5c,I began to feel more confident because I could get simple medical advice or verify information that was important to me.,Positive,Greater confidence and independence,Health and wellness support,,,,,,,
16468783-a0be-4aa6-8216-e86f459f965e,I can automate some pieces of work I do thanks to AI.,Positive,Automation of repetitive and mundane tasks,Increased efficiency and productivity,,,,,,,
3b072144-f324-46b0-9d68-d60c11f3412f,"I can be more productive in my daily tasks as a software developer through a hobby. Also, when I'm worried about something or curious, I can just ask my favorite AI without being judged.",Positive,Emotional support and companionship from AI,Faster and easier access to information,Increased efficiency and productivity,,,,,,
8b2d6220-dd77-4cf9-bac3-b42c6407a9d8,I can communicate my thoughts and feelings better thanks to AI,Positive,"Improved writing, editing, and communication",,,,,,,,
25683110-30e8-4c50-97ba-cfe05dc05df5,I can complete repetitive tasks quickly,Neutral,Automation of repetitive and mundane tasks,Increased efficiency and productivity,,,,,,,
8e55a07e-1cf2-4c63-8a0d-09d10acb2aa9,I can complete tasks much faster and I have also developed my personal life better with the help of AI.,Positive,Increased efficiency and productivity,Personal organization and time management,,,,,,,
fba4ab97-eb1f-4e67-9973-627023915732,I can consult it and get the best advice. It also helps me do my work and cuts the amount of time I need to spend on tasks,Positive,Improved decision-making and problem-solving,Increased efficiency and productivity,Personalized recommendations and advice,,,,,,
0cd87562-877e-4f9a-a0a2-e007943d5185,"I can easily make outlines for articles. Also, it is free so I won't need any professional for any online work perticularly for writing work. I can also make tools by instructing AI. Now I can't imaging anything without AI. It is like my personal assistant.",Neutral,Automation of repetitive and mundane tasks,Content creation and idea generation,"Improved writing, editing, and communication",Increased efficiency and productivity,Increased use and normalization of AI in daily life,,,,
4ae3cee5-98f6-445a-8618-ddca9184d350,"I can finish work easier as it really is helpful to summarise things, even large topics",Positive,Convenience in daily life and routine tasks,"Improved writing, editing, and communication",Increased efficiency and productivity,,,,,,
ca0f852a-6cf1-4dcf-a832-5e143156a4fe,I can gather data quicker and i have more time to examine it rather than searching for it.,Positive,Changes in research and knowledge discovery methods,Faster and easier access to information,Reduced stress and workload,,,,,,
93a8c073-6f20-4f7d-a84c-b0f4beccc93a,I can get answers to random or complex questions faster.,Neutral,Faster and easier access to information,,,,,,,,
7164afed-663c-4f75-b28c-b0779475f46d,"I can get answers to some knowledge questions directly without having to search, read and filter them myself; when writing work emails, I don’t have to worry about word choice and sentence structure, but can directly generate text according to my intentions; when I need to use an unfamiliar language, I can use artificial intelligence to translate for me",Positive,Faster and easier access to information,"Improved writing, editing, and communication",Language translation and language learning,,,,,,
9d91343b-114b-4e89-a136-67b566a3a8ac,I can get any tutorial that I need without have to ask another person.,Positive,Convenience in daily life and routine tasks,Enhanced learning and study support,Faster and easier access to information,,,,,,
a45c6f96-4b1e-4683-97d2-f50add41a7c7,I can get things done more quickly and have someone to help me when i need it  ,Positive,Increased efficiency and productivity,Personal organization and time management,,,,,,,
9cc0f273-15b2-4349-95b3-9d39731de83c,I can learn more by actively seeking out knowledge and experience.,Positive,Enhanced learning and study support,Greater confidence and independence,,,,,,,
f67dcd31-9529-49e5-8231-7fee5487c884,I can now complete some tasks in a shorter duration of time courtesy of AI,Positive,Increased efficiency and productivity,Reduced stress and workload,,,,,,,
d39d7ae2-e53c-4b1e-91bf-280156816d4b,I can perform certain tasks faster with the help of AI,Neutral,Increased efficiency and productivity,Reduced stress and workload,,,,,,,
d835492a-c2f7-44aa-b706-e60a1dc2260f,"I can put less effort into some of the less efficient tasks. Some translations are more accurate, especially when I go to a new area and want to find out the specialties.",Neutral,Automation of repetitive and mundane tasks,Increased efficiency and productivity,Language translation and language learning,,,,,,
5df592ff-01e6-45f9-ac5e-6690f37008e9,"I can't personally identify any change in my daily life resulting from AI, although I'm sure there are some unseen effects.",Neutral,Other,,,,,,,,
54b44073-af7d-4b2d-bc79-3b04a37d461e,"I can’t really know/say/can’t think. I guess online identity verifications are done really quickly, almost instantaneously ",Neutral,Convenience in daily life and routine tasks,,,,,,,,
02cb6887-013a-4d44-ab2a-4bb8a450f756,I complete my work a lot faster,Positive,Increased efficiency and productivity,,,,,,,,
3a701e08-bf1d-491d-bc98-b9aaa26860af,"I cook for myself and when I search for the right recipe for the dishes I prepare, I consult artificial intelligence about the appropriate ingredients.",Neutral,Convenience in daily life and routine tasks,Personalized recommendations and advice,,,,,,,
9e8967ef-70e7-4711-a77c-9a884b28d46d,I could plan faster,Neutral,Convenience in daily life and routine tasks,Increased efficiency and productivity,,,,,,,
0c1cedd1-85a8-4aaa-a16b-29c913a3687b,I did not have noticeable change in my daily life as a result of AI,Negative,Other,,,,,,,,
b63ec7af-5e31-4a8f-aa5c-d220092dd707,"I didn't notice anything different in daily life, just interacting with company chatbots",Neutral,AI-powered customer service and chatbots,,,,,,,,
85a4072a-f8d5-4de5-bb95-30d03b4e914f,"I do trivial daily personal and work activities spending less time.

",Neutral,Convenience in daily life and routine tasks,Increased efficiency and productivity,,,,,,,
6f1b44f9-0603-4b2e-9d89-c10381587097,I do work quickly by it's help,Positive,Increased efficiency and productivity,,,,,,,,
fa878cdb-18b7-4857-9726-d7ef01b140d2,"I don't need to google stuff myself and look into different websites,I just ask AI and usually get a good response.",Neutral,AI replacing traditional search engines,Changes in research and knowledge discovery methods,Faster and easier access to information,,,,,,
5002f638-0029-4239-91a0-6f32f8e1fe89,"I don't search anymore, i just ask the AI.",Neutral,AI replacing traditional search engines,Faster and easier access to information,,,,,,,
0baa40c8-6221-412d-8047-f8b34ea15baf,I don't see any viable changes in my life due to AI. But have seen fellow creators and writers using AI in social media. ,Negative,Changes in social media and online content,,,,,,,,
198f9dce-5664-4736-b7c1-b0cc4f0e3433,"I don't struggle to apply for jobs using physical papers, I use a laptop to apply and it saves time and money ",Positive,Convenience in daily life and routine tasks,Increased efficiency and productivity,,,,,,,
600e2248-5ed6-4fec-96c9-fb3451d87700,I don't use AI in my daily life,Neutral,Other,,,,,,,,
569b699b-86b0-4822-b411-9635f4409a25,I don’t need to search a lot for information. Make anything easier ,Neutral,Convenience in daily life and routine tasks,Faster and easier access to information,,,,,,,
5f1c84c4-6d02-47a6-a10c-2bca57554a0a,I don’t use AI,Negative,Other,,,,,,,,
d633383c-ccb8-4eec-88a3-152e3efa5d29,I encounter AI more and more everyday when I’m trying to get things done like AI costumer support for example.,Neutral,AI-powered customer service and chatbots,Increased use and normalization of AI in daily life,,,,,,,
bc492631-5764-47d2-9f0b-1a3baf1cc8b3,"I feel less capable of doing the things I used to do on my dady to day job

",Negative,Impact on creativity and critical thinking,,,,,,,,
f10b843f-9819-4988-90a0-7bd674a72025,"I feel like I can't come up with ideas as fast,",Neutral,Content creation and idea generation,Impact on creativity and critical thinking,,,,,,,
e5b067aa-1eb9-474d-9e30-5260a6e83390,I feel like I'm smarter and more skilled and more knowledgeable. ,Positive,Greater confidence and independence,,,,,,,,
daa54a6c-7f89-4fe6-933d-548e0a6a36f9,"I feel like my emotional state is more stable, thanks to venting my life issues on AI chat bot.",Neutral,Emotional support and companionship from AI,Reduced stress and workload,,,,,,,
db4e775f-55c9-49f9-b96f-c1c4f0c3d8a9,I feel more confident and independent with the use of AI. ,Positive,Greater confidence and independence,,,,,,,,
643a0be4-b096-42bc-928f-df48680b9f5b,I feel more productive,Positive,Increased efficiency and productivity,Reduced stress and workload,,,,,,,
334c1935-1fc0-487b-92ff-75ab0b9afe90,I feel that studying and working is more convenient,Positive,Convenience in daily life and routine tasks,,,,,,,,
eb9025a9-bb37-4643-a6da-2dc38ff9af1a,I find information faster by use of AI,Positive,Faster and easier access to information,Increased efficiency and productivity,,,,,,,
5820c613-0de4-4ab5-9010-b0d8d4598f73,"I find quick answers to everyday curiosities, in various areas, such as biology, geography and economics.",Positive,Faster and easier access to information,,,,,,,,
bb83889f-39b7-483d-b8eb-04d8a08e92ba,"I find that many people are now turning to ChatGPT for advice on love, work and finances. Even health. This has changed since last year.",Neutral,Financial and investment assistance,Health and wellness support,Increased use and normalization of AI in daily life,Personalized recommendations and advice,,,,,
ba90a593-50a0-4923-810a-df9a4125ece6,I found found my productivity has increased. I also feel I have a little more time to do other things. Oh and I have found I learn better too.,Neutral,Enhanced learning and study support,Increased efficiency and productivity,Reduced stress and workload,,,,,,
70c70262-478e-4d8b-8afd-5bf182f54427,I get an instant answer to anything,Positive,Faster and easier access to information,Personalized recommendations and advice,,,,,,,
2cbd0d28-dcca-4654-9ad1-51c1a5e34932,"I get better result in school, because AI is a good teacher",Neutral,Enhanced learning and study support,Increased efficiency and productivity,,,,,,,
e472d120-e81d-4858-bfbf-6dabda49269d,I get to do my school and work place assignment faster than before without spending much time time in research.,Positive,Enhanced learning and study support,Faster and easier access to information,Increased efficiency and productivity,,,,,,
e1f063a8-c87c-492b-b287-2c382baf1926,I get to finish my tasks on time and accurately thus saving time,Positive,Convenience in daily life and routine tasks,Increased efficiency and productivity,,,,,,,
70ad76d1-460e-4c12-a939-c772f0e91107,"I get to perform repetitive and mundane tasks much faster. It has increased my overall output in my work. I also use it to verify my database inputs and point out inconsistencies and errors, thereby increasing the accuracy of my work. In my social life, I use it to give me a general update on my favorite sports before browsing through numerous websites filled with ads.",Neutral,Automation of repetitive and mundane tasks,Changes in research and knowledge discovery methods,"Improved writing, editing, and communication",Increased efficiency and productivity,Reduced stress and workload,,,,
fcff2b02-2a80-4466-9a44-cf0deecf9e14,I get writing tasks done easily.,Positive,"Improved writing, editing, and communication",Increased efficiency and productivity,,,,,,,
df5cc837-e829-4023-a9c9-5eec5bc41793,"I geteasier information, but it should be filtered and double checked for sure. ",Neutral,Concerns about misinformation and AI-generated content,Faster and easier access to information,,,,,,,
f8890f67-8c25-4931-b72f-68d742303f24,I give the part of thinking creatively to AI. I just follow the ideas created by AI,Neutral,Content creation and idea generation,Impact on creativity and critical thinking,,,,,,,
5f59e272-b0be-4326-b713-6fe83addef7d,"I got informations in faster ways, with less searches",Positive,AI replacing traditional search engines,Faster and easier access to information,,,,,,,
1f48444f-139d-436c-a3ec-e551b43e7bec,I habitually use AI tools to check everything I do,Neutral,Increased use and normalization of AI in daily life,,,,,,,,
44e1f35f-70a5-4f8c-9922-0a5a00050e12,"I had a lot of trivial questions that were unanswered before, but now they are all answered.",Positive,Faster and easier access to information,,,,,,,,
cc91a478-eb9f-402f-a126-6cfdc0d0005f,I had access to more specialized knowledge and it helped me a lot in my work in the information analysis part and to a lesser extent in the programming part.,Positive,Changes in research and knowledge discovery methods,Faster and easier access to information,Improved decision-making and problem-solving,Increased efficiency and productivity,,,,,
4222b2a6-56d6-460d-868c-0c0c8f7c24c0,I hadn’t started using AI systems in my daily life but am looking forward to use it in future which will help with my daily routines.,Positive,Other,,,,,,,,
b03eb942-32cf-49c4-b96f-20a2fe0d1a55,"I have become more advanced in the professional world, in terms of how to speak and write in the business world.  AI has taught me a plethora of valuable skills that have allowed me to get interviews, jobs, and speak with people that can help me in my career.",Positive,Greater confidence and independence,"Improved writing, editing, and communication",Professional development and upskilling,,,,,,
540cf80f-fab2-4052-b986-1b27fcf0f7af,I have become more efficient at my work. I am more confident because I feel AI can always back me up. ,Positive,Greater confidence and independence,Increased efficiency and productivity,,,,,,,
b8431a94-be17-4c5f-b978-b70e3d596aac,"I have become more productive, and I can easily perform tasks that require deep analysis, effort, and great knowledge.",Positive,Improved decision-making and problem-solving,Increased efficiency and productivity,,,,,,,
1ea2b99d-e3b4-42fd-9549-69fb81cca2f1,I have become much dependent on AI for my learning of difficult and complex subjects.,Neutral,Enhanced learning and study support,,,,,,,,
dc1b07c3-d035-49f8-a909-a08fa2b1b677,"I have become much more efficient in content creation

",Positive,Content creation and idea generation,Increased efficiency and productivity,,,,,,,
46180287-0f6c-4928-86fa-99f5d3d7eec8,I have been able to complete previously time consuming tasks within a short period of time thanks to AI,Positive,Increased efficiency and productivity,Reduced stress and workload,,,,,,,
79d0397d-ab1b-40a1-8934-c75ff8698b29,"I have been able to complete tasks accurately and speedily.

",Positive,Increased efficiency and productivity,,,,,,,,
2ce37665-1f0b-453e-a853-bed04169a84c,I have been able to do repetitive work tasks faster as now I use A.I to help me complete these tasks. ,Positive,Automation of repetitive and mundane tasks,Increased efficiency and productivity,,,,,,,
e3ee2ea5-be17-40cd-a32c-75252d7ef286,"I have been able to find a convenient assistant in my academic work in AI. I no longer have to scrounge around multiple sources for information. Though, sometimes the data may be incorrect, so i take personal responsibility to cross verify.",Neutral,Changes in research and knowledge discovery methods,Concerns about misinformation and AI-generated content,Enhanced learning and study support,Faster and easier access to information,Greater confidence and independence,,,,
12cebe45-eb31-446c-8a37-64b9bbe9e704,I have been able to gain deeper knowledge on multiple subjects. My conversational skill has gotten stronger as I also learn a lot of new vocabularies and terms on various subjects. I am able to save a lot of time by performing it via AI.,Positive,Enhanced learning and study support,Faster and easier access to information,Greater confidence and independence,Increased efficiency and productivity,,,,,
9aeb3584-8558-4d9e-9f76-53243f1e3e80,I have been able to get desired answer to a lot of my queries in quick time using AI. ,Positive,Faster and easier access to information,,,,,,,,
34ef3679-3c8c-4736-9b71-06f35167479b,I have been able to learn a lot more about things ,Positive,Enhanced learning and study support,,,,,,,,
2b97c8d4-1904-4805-a8fc-4628ff799903,"I have been able to make faster and more meaningful searches through interactions with AI chatbots. Queries that would take me hours now take minutes, and I am able to build up an entire conversation that I can refer to later. ",Positive,AI replacing traditional search engines,Changes in research and knowledge discovery methods,Faster and easier access to information,Personal organization and time management,,,,,
47fab34a-05df-490b-9cfb-748481f347f8,I have been able to send better emails with the use of ChatGPT. This is a big difference for me and a big change because I never usually feel comfortable with the emails I send. ,Neutral,Greater confidence and independence,"Improved writing, editing, and communication",,,,,,,
5c1f340f-a963-4fc0-b539-3df627dd6787,I have been able to use AI in finding jobs and also upskilling where AI recommends resources that have been very insightful in my career journey.,Positive,Personalized recommendations and advice,Professional development and upskilling,,,,,,,
16550bba-21af-4c29-964f-25e1937f1e13,"I have been able to use AI to do some personal research, editing and some meal plan which have been a positive change for me

",Positive,Convenience in daily life and routine tasks,Improved decision-making and problem-solving,Increased efficiency and productivity,,,,,,
c6469943-7f9d-4705-986d-48d9b135c289,I have been happier because I have had an AI assistant I can share with,Positive,Emotional support and companionship from AI,Reduced stress and workload,,,,,,,
b83bd642-0532-4d65-8a96-6a2dc4d36d27,I have been more productive in my workplace.,Positive,Increased efficiency and productivity,,,,,,,,
f632c78f-a111-4b18-a2d8-69fdab21cab7,"I have been using google less, I have been venting to AI instead of my friends at times and found it useful as I can't pay for therapy, Processes at work have became much more efficient and easier.",Positive,AI replacing traditional search engines,Emotional support and companionship from AI,Increased efficiency and productivity,Reduced stress and workload,,,,,
13d8947d-c9b3-4628-aa03-8e6edd3d67d3,I have being able to get some repetitive work done in less time than earlier using AI. So many of websites I visit have AI help chatbox and I use it to find information but some of these are not useful. ,Neutral,AI-powered customer service and chatbots,Automation of repetitive and mundane tasks,Increased efficiency and productivity,,,,,,
10c397fd-5775-4978-a7cf-0fdd8ea8ad29,I have completely shifted from search engines to AI-Driven searches,Neutral,AI replacing traditional search engines,,,,,,,,
b41b11d2-132d-431c-b98c-05df3bbfd012,I have depend on artificial intelligence to solve my little issues more compared to previous years.,Neutral,Convenience in daily life and routine tasks,Increased use and normalization of AI in daily life,,,,,,,
cefb0149-a5a3-41f2-8ad2-cd12ebfa54a9,I have developed a dependence on it. I feel like it is capable of many things.,Neutral,Increased use and normalization of AI in daily life,Reduced human interaction and increased reliance on AI,,,,,,,
31d84a91-ead9-4098-8f68-bdab2bf101dc,I have faster access to information.,Neutral,Faster and easier access to information,,,,,,,,
e24415de-8198-42ec-9733-86b9940fab9b,I have got a personal support towards which I can turn to in any kind of situation and make things easier,Positive,Convenience in daily life and routine tasks,Emotional support and companionship from AI,,,,,,,
bf53d74f-efb0-4ded-94ea-fdf362f5b635,"I have gotten fairly neutral perception from AI on most of the things. Whether it be relationship issues or being depressed, there's AI who will offer me a pretty neutral solution/response.",Neutral,Emotional support and companionship from AI,Personalized recommendations and advice,,,,,,,
7e902db5-191e-432f-b523-cdbdf560c3ff,I have incorporated AI into my daily work to enhance efficiency and get tasks done faster.,Positive,Increased efficiency and productivity,,,,,,,,
3e7055f6-26e3-4ad6-8620-33e11f9f2aad,I have managed to organise my to do list using AI templates,Neutral,Personal organization and time management,,,,,,,,
9410acfd-b3a6-4ee3-b697-a8c2cb7d9688,"I have more time to do other things and complete my jobs in less time with less chance of inaccuracy .I can ask any thing and there is solution of most of things and its up to me if I agree or not.Anyway its great help if we use it only for our benefit and do not misuse it to make other lives miserable.

I am happy with AI but there should be supervision on it to make it use safer",Neutral,Convenience in daily life and routine tasks,Faster and easier access to information,Improved decision-making and problem-solving,Increased efficiency and productivity,Privacy and data security concerns,Reduced stress and workload,,,
cd33e803-906a-4e98-ba61-c61fed9636b7,"I have noticed changes in my daily life resulting from smart assistants like Voice-AI. Examples are Siri, Alexa, Google Assistant, I've used these systems to manage schedules, at home, and for instant info retrieval.",Neutral,AI integration in smart devices and home automation,Faster and easier access to information,Personal organization and time management,,,,,,
3b60aa3c-fa18-488a-a891-5a7f38cf8364,I have noticed more news articles being written by ai and not being able to tell if it was done by a human,Negative,Changes in social media and online content,Concerns about misinformation and AI-generated content,,,,,,,
4ba803a3-3ecd-458d-a279-316b45c1b9d2,I have noticed that my health has increased greatly since using  health watches to monitor ,Positive,Health and wellness support,,,,,,,,
828d8a75-c965-4e6c-ae5c-07ecfa25eaa9,I have spent less time doing research about things than before. AI apps assist me in looking for information faster. ,Neutral,Changes in research and knowledge discovery methods,Faster and easier access to information,,,,,,,
5915621d-bf20-4110-ba4e-2a8bc06fc2e1,"I have started depending more on AI to gather information and also to do complex tasks easier. It has made my professional and daily tasks easier
",Positive,Automation of repetitive and mundane tasks,Convenience in daily life and routine tasks,Faster and easier access to information,Increased efficiency and productivity,,,,,
daae8a53-8e1c-4708-9a40-18f23ae2ddc2,I have started using AI in some of my work,Neutral,Increased use and normalization of AI in daily life,,,,,,,,
9137f6ae-5f56-44a9-af85-f090c99b3fa7,"I have started using it for most of my things, specially related to academics and work",Positive,"Improved writing, editing, and communication",Increased efficiency and productivity,Increased use and normalization of AI in daily life,,,,,,
ab8bdc4d-7a0e-4b33-bd58-74c53dcda041,I have stopped being mindful of what I write. Even tye desire to learn new things has died out.,Negative,Impact on creativity and critical thinking,,,,,,,,
86ac041b-6d84-4806-a04f-1416d1b80f99,"I have stopped worrying about/managing routine activities such as turning on the outside lights at night, the garden irrigation system, the action of the night surveillance cameras, the temperature of the air conditioning, among others.",Positive,AI integration in smart devices and home automation,Automation of repetitive and mundane tasks,Convenience in daily life and routine tasks,,,,,,
49f5b547-146a-4061-8bc5-cf79f8329d3f,I have to spend less time searching for information.,Neutral,Convenience in daily life and routine tasks,Faster and easier access to information,,,,,,,
563c5758-f60b-4b6b-b30c-3507f4ea8f0d,"I have used AI for very minor issues which I am capable of doing without it. Say for example drafting a complaint letter in English and translating the same into Tamil.  Instead of writing the issue in narration form, all I have to do is enter it as bullet points and I get exactly what I want. Sometimes AI misinterprets certain aspects which I redo but still I am quick and up to the point.   I have prepared a Google sheet to tabulate promising stocks for trading and AI streamlined its  function.",Neutral,Automation of repetitive and mundane tasks,Convenience in daily life and routine tasks,Financial and investment assistance,"Improved writing, editing, and communication",Increased efficiency and productivity,Language translation and language learning,,,
d4c6068a-f5ff-4975-8f05-2f21a5e4fc81,I haven't noticed any changes.,Negative,Other,,,,,,,,
8a20da70-8f2d-4b8e-8f8a-b9c768287397,I haven't noticed any changes.,Negative,Other,,,,,,,,
26cba531-c32c-4507-b97b-65c22186088f,I haven't noticed anything changing per se ,Neutral,Other,,,,,,,,
d1ce6345-364a-4dd0-a423-f1de610c5b7e,I haven’t seen any noticeable changes,Negative,Other,,,,,,,,
e657d25f-7097-467f-a1d3-7788386a4028,"I know it's kind of silly, but I often feel lonely and unsupported, so I use it as a sounding board for advice and validation. It's nice to have it available.

",Neutral,Emotional support and companionship from AI,,,,,,,,
4e562ad0-7251-49e9-8b6d-7fd20327eb5d,I love to use AI for everything,Positive,Increased use and normalization of AI in daily life,,,,,,,,
2cb05c68-fabe-40a1-9dab-dc7861b3c1c2,"I mostly use AI for organize lab data, to quickly understand research papers and generate some new ideas for experiments.",Neutral,Changes in research and knowledge discovery methods,Content creation and idea generation,Enhanced learning and study support,,,,,,
9e38a3cd-1170-4003-80da-96581441be7a,I no longer need to pay careful attention to the grammar and completeness of the sentences I write. I just need to roughly express the meaning and feelings I need to convey to others and let AI help me complete them.,Positive,"Improved writing, editing, and communication",,,,,,,,
50d5913e-33ea-4545-9c18-872f1fbd17eb,"I no longer need to write some complex texts myself, I can hand it over to AI

",Positive,"Improved writing, editing, and communication",Increased efficiency and productivity,,,,,,,
ef8149d8-3038-40b7-ad9c-2d7041dba850,I no longer spend hours coming up with ideas.,Positive,Content creation and idea generation,,,,,,,,
697c4b98-22f1-4df0-9d0f-1d70d0d4904e,I noticed AI is very important for life and very useful,Positive,Convenience in daily life and routine tasks,Increased use and normalization of AI in daily life,,,,,,,
d3be7305-8ea4-401e-8359-28e9de4861db,"I noticed it has become a lot more intelligent. 

A year ago, after watching a bad movie or a tv series I would joke that “it was written by an AI”, now (scarily so), but I say “an AI would write it better.",Neutral,Concerns about misinformation and AI-generated content,Impact on creativity and critical thinking,,,,,,,
3073f605-9cfd-4c85-ba18-037c3f2fffaa,I noticed many people don't take time to think for themselves when in doubt but rather ask AI,Neutral,Reduced human interaction and increased reliance on AI,,,,,,,,
29926431-7b87-4c73-981e-be6efda56c1f,I now rely more on AI based assistants like Chat GPT to research on stuffs relevant to both my personal and professional life.,Positive,AI replacing traditional search engines,Changes in research and knowledge discovery methods,Faster and easier access to information,,,,,,
37495545-ec3b-4a55-8e0d-606a6394931b,"I now spit ideas off of Ai very frequently as part of my ideation process for work, it helps me write copy for advertsising, and most notably I often have it up as a conversationalist to bounce ideas off of at home that tracks and organises where I keep my stuff",Positive,Content creation and idea generation,"Improved writing, editing, and communication",Personal organization and time management,,,,,,
ffa1db4a-6656-445e-98ef-60c3acf36496,I often get advice on ordinary things like a gym routine or a diet to follow from AI as opposed to making a quick research myself on the internet. I also use it to program things quicker.,Neutral,Content creation and idea generation,Faster and easier access to information,Increased efficiency and productivity,Personalized recommendations and advice,,,,,
a9a60f0b-640a-4a6e-9417-50091fa7a708,I often use it to double check my work even if I know I did it to the best of my ability,Neutral,Improved decision-making and problem-solving,,,,,,,,
47a985fd-4b4c-4c17-98d3-4bf61dc8dd51,I only read what AI applications translate from prompts of other network users,Neutral,Changes in social media and online content,Language translation and language learning,,,,,,,
588f1dde-8fa0-4b58-819d-e0e1767aed48,"I only use AI at work, and it has greatly improved my work efficiency.",Positive,Increased efficiency and productivity,,,,,,,,
0dcacf0d-4923-439e-9a08-129edddb43e9,I organize my most of work through AI and it becomes very easy to do work with AI.,Positive,Increased efficiency and productivity,Personal organization and time management,,,,,,,
0f09aa7a-32f7-474a-ac20-ab448020fb33,I rarely use AI outside of entertainment purposes. I once used it to select a balanced football team for my local friendly game. I once used it at work to redact documents for court.  ,Neutral,Automation of repetitive and mundane tasks,Convenience in daily life and routine tasks,,,,,,,
3d5d7de8-ea7a-44a9-a23d-7ce78ee54143,"I read a lot of webnovels, which are primarily written in a different language. The translation of these webnovels have been improved a notch due to AI.",Neutral,Changes in research and knowledge discovery methods,Language translation and language learning,,,,,,,
37571a0e-7b2b-4dfb-bdd1-fe30ceca38b7,I rely heavily on AI professionally and personally. I think of delegating tasks on the daily.,Neutral,Automation of repetitive and mundane tasks,Increased efficiency and productivity,Increased use and normalization of AI in daily life,,,,,,
51259311-c95d-4be6-bca4-48681f553187,"I rely more on AI for work now
",Neutral,Increased efficiency and productivity,,,,,,,,
9e338f8e-8cff-4afa-afeb-f34a52084316,I rely on AI mostly to get organized or learn things. It has made me more efficient and confident. It saves me a lot of time.,Positive,Convenience in daily life and routine tasks,Greater confidence and independence,Increased efficiency and productivity,Personal organization and time management,,,,,
70800802-e84f-4e6e-b2ff-26f5619e1401,I rely so much on it in my daily life and at work. I ask AI all kinds of questions. Basically the stream of my thoughts. ,Neutral,Faster and easier access to information,Improved decision-making and problem-solving,Increased use and normalization of AI in daily life,,,,,,
ac087bd6-bfd4-4063-b181-834ef57f548f,I replaced searching for information through standard search engines with AI. I began to use AI to compose complex texts in a foreign language.,Neutral,AI replacing traditional search engines,Changes in research and knowledge discovery methods,"Improved writing, editing, and communication",Language translation and language learning,,,,,
6833c9df-28eb-459d-b335-94f50a9ebe25,"I see a lot of AI art on social media now. As an artist myself, I like to support other human artists. Now I have to closely inspect every other artwork to make sure it's not AI generated. Lots of memes use AI content too nowadays. It's sucking creativity out of our lives.",Neutral,Changes in social media and online content,Concerns about misinformation and AI-generated content,Impact on creativity and critical thinking,,,,,,
2a92c691-2d4e-4759-be3c-f5ea3d8d646e,I spend less time doing research on the internet and my questions get answered quickly ,Positive,Changes in research and knowledge discovery methods,Faster and easier access to information,,,,,,,
0bbf767b-07ce-4606-85ee-392aee1d5377,"I spend most of my time indoors either at work or home, I do not feel the need to go out much anymore. Also, as a result of AI, I read much more than I used to in the past years.",Positive,Enhanced learning and study support,Reduced human interaction and increased reliance on AI,,,,,,,
f898988e-bd0e-434c-9fa5-6761011dcd41,I started freelancing in the AI field and thus increased my income.,Positive,Financial and investment assistance,Increased efficiency and productivity,,,,,,,
cd8ae4ff-4de7-4178-b325-348be8e8ce07,I started learning new language with the help of AI. writing and speaking mostly,Neutral,Enhanced learning and study support,Language translation and language learning,,,,,,,
b3dea47c-77a2-4e3a-aa93-05c49c107e58,"I started to work more proactively with the use of AI, using it to study and for advice on how to do things in my day-to-day life.",Positive,Enhanced learning and study support,Improved decision-making and problem-solving,Increased efficiency and productivity,,,,,,
e640da94-0d06-4c8b-9d25-4af52eae9014,"I started using AI much more and having less prejudice towards it and I noticed that it can be very present in my daily life, sometimes almost without realizing it.",Positive,Increased use and normalization of AI in daily life,,,,,,,,
2055e2dd-8533-47a2-bab6-4eb72ce85317,"I started using AI to check English grammar

",Neutral,"Improved writing, editing, and communication",Language translation and language learning,,,,,,,
8b88037d-f7cb-4dbe-8887-467df12fea18,I started using AI to check translations for my work.,Neutral,"Improved writing, editing, and communication",Language translation and language learning,,,,,,,
b6372fcc-37a5-4f5d-a9c6-57a346417001,I stopped using search engines when researching things and could get information right away.,Neutral,AI replacing traditional search engines,Changes in research and knowledge discovery methods,Faster and easier access to information,,,,,,
38f01573-e6e6-4b73-848d-c3b39958e7e1,"I subconsciously use AI to complete even the most basic tasks such as drafting mails, basic caluclations, restuarant suggestions",Neutral,Automation of repetitive and mundane tasks,"Improved writing, editing, and communication",Personalized recommendations and advice,,,,,,
