Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
a90d1ae7-feed-468e-908a-9d9a675b8ccb,"AI doesn't understand contexts other than the one it's been trained in, which is usually biased by those who created these platforms (reduced number of women and/or ethnic diversity), so it will never be able to adapt to these different contexts, since it doesn't live in them.",Negative,AI should not be designed to mimic deep emotions or empathy,Ethical guidelines and oversight for AI emotional roles,"Societal and cultural norms, including religious and moral boundaries",,,,,
e1773beb-1332-4ad4-9429-f2b6b6948e96,"AI is AI, human is human.

AI can help human, but does replace human.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
50d395aa-4710-4a0c-82f4-ba6a0034843f,AI is a machine and not a human with feelings,Neutral,AI should not replace genuine human relationships or emotional bonds,Clear distinction and transparency that AI is not human,,,,,,
cdf7b455-7f17-463f-9203-d5d9ff68d07c,AI is just a machine it has no feelings so that can be one of the limitations ,Negative,AI should not be designed to mimic deep emotions or empathy,,,,,,,
df5cc837-e829-4023-a9c9-5eec5bc41793,AI is merely a tool. It can't take on role that provide emotional connection.,Negative,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
d9e98a54-e8ba-4924-a7bd-3c8c91bd14fa,AI is not human they not have a real feeling and can not understand the real human feeling they can only generate what input given by the user. Therefore there is needed to have balance and check by human on their work progress. ,Negative,Clear distinction and transparency that AI is not human,Ethical guidelines and oversight for AI emotional roles,,,,,,
c2d66804-ce32-40f5-87d7-b462ff35d322,AI is not human. It doesn't have body. ,Negative,Clear distinction and transparency that AI is not human,,,,,,,
d1f6d8b3-8793-4829-a707-979b14bd606c,AI limits need to be in place for all moral influenced designed applications.,Neutral,Ethical guidelines and oversight for AI emotional roles,"Societal and cultural norms, including religious and moral boundaries",,,,,,
ac087bd6-bfd4-4063-b181-834ef57f548f,AI must be programmed in such a way that a person can realize at any moment that he is communicating with a machine. That a machine cannot replace live communication 100 percent.,Neutral,"AI as a tool or assistant, not a substitute for human companionship",Clear distinction and transparency that AI is not human,Warnings and reminders to users about the artificial nature of AI,,,,,
561c301b-2a8e-42fd-9af7-73733607b5a0,AI must only provide practical advises in life that aren't related to emotional feeling. ,Negative,"AI as a tool or assistant, not a substitute for human companionship",Protection of user privacy and data in emotional interactions,,,,,,
b80241fe-7174-4171-862f-9db7cb94c5cc,"AI should atmost be a friend and in no way should be a romantic partner. In some cases it is alright. Still, humans should try to keep the romance stuff for humans.",Neutral,Limits on AI forming or simulating romantic or sexual relationships,,,,,,,
d4d31d21-3e56-42cd-94a3-28b0f9e78d54,"AI should be given a chance but with proper supervision before fully let to make judgement on it own. I don't think that limiting AI for some reasons is good, instead we should work on making it acceptable.",Negative,Ethical guidelines and oversight for AI emotional roles,"Supervision, regulation, and accountability for companies developing emotional AI",,,,,,
7c3d81d9-c90e-4bd0-aa97-2f9ebc721d15,AI should be in a specific limit and can't not be used as physical partner,Negative,Limits on AI forming or simulating romantic or sexual relationships,No physical intimacy or touch between AI and humans,,,,,,
b5c892a7-da1d-48a0-9b35-77748206e694,"AI should be used for complex tasks. Not replace human relationships because they are ultimately not real, just a work generator machine.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,,,,,
1bec4e25-3263-4616-837d-7ec57ad36db7,AI should be used for some personal feelings but not overall feelings as it can sometimes hurt your feelings as it has no feelings.,Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
baeb36ac-7edf-4067-a32d-4c9faa5f8e94,AI should not act like a human and we should never be made to have emotional bonds with AI. It should be as mechanistic as possible.,Neutral,AI should not be designed to mimic deep emotions or empathy,Clear distinction and transparency that AI is not human,,,,,,
04b59b26-6a3f-42a0-958c-ab9e48119bbb,AI should not be allowed to have a romantic relationship with humans,Negative,Limits on AI forming or simulating romantic or sexual relationships,,,,,,,
b41b11d2-132d-431c-b98c-05df3bbfd012,"AI should not be allowed to take the role of procreation in women.

",Negative,Limits on AI forming or simulating romantic or sexual relationships,No physical intimacy or touch between AI and humans,,,,,,
e3ee2ea5-be17-40cd-a32c-75252d7ef286,"AI should not be touted as a complete replacement for hjman vompanions. While loneliness is a rising epidemic, the solutions should come mot in the form of AI chatbots, but rather more encouragement to engage more with fellow people.",Neutral,AI should not be marketed as a replacement for real human connection,"AI should not be used to replace community, family, or social bonds",AI should not replace genuine human relationships or emotional bonds,Encouragement for users to seek real human interaction and support,,,,
775d9f57-cafb-4132-a31a-65cfced81880,AI should not be used as substitute for human emotional connection ,Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
0bbf767b-07ce-4606-85ee-392aee1d5377,"AI should not be used or relied on to provide intimacy. Humans should interact with real humans when it comes to matters of relationships and sexual intimacy, for a genuine personal connection and experience, because in my personal opinion using AI for such purposes is like engaging in pornography and immorality, and it is meaningless.",Negative,AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,Limits on AI forming or simulating romantic or sexual relationships,"Societal and cultural norms, including religious and moral boundaries",,,,
e037131a-ada7-42f5-9984-38e02f331be0,"AI should not develop to a full-fledged artificial intelligence, but remain what it is now - a tool

",Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
996e248e-c7d4-407f-9537-f3ede7305ed9,AI should not manipulate fellow human beings which will later create problems within in family or society,Negative,AI should not be allowed to manipulate or influence users' beliefs or worldviews,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
dd6e8732-1a6b-4ffc-9673-6ea9a2881a07,AI should not prevent people from interacting the real world,Negative,"AI as a tool or assistant, not a substitute for human companionship",Encouragement for users to seek real human interaction and support,,,,,,
ba2b684d-7e72-454c-8585-3576cd1c3095,"AI should not replace real human relationships. I would suggest labeling, like on cigarette packs, warning and briefly explaining what AI is, and new legislation is definitely needed to regulate this area, including the need to introduce liability for developers of AI systems for severe psychological and other consequences.",Negative,AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,"Supervision, regulation, and accountability for companies developing emotional AI",Warnings and reminders to users about the artificial nature of AI,,,,
68217a7f-db4a-4785-960e-8237990018b9,"AI should not take the place of a human in feeling, the machine has no feelings and I think it is dangerous for weak-minded people to understand this.",Negative,AI should not replace genuine human relationships or emotional bonds,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
ca394556-9285-4630-9789-feddfccc88b4,"AI should only be used as tools providing support rather than something that has a major role in the daily life of the user like a human friend or a romantic partner. Since they are not sentient, AI should not be allowed to say things like ""I love you"" or make statements related to emotions towards a human user. ",Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not be designed to mimic deep emotions or empathy,AI should not replace genuine human relationships or emotional bonds,Limits on AI forming or simulating romantic or sexual relationships,,,,
bba1b766-0e1b-4fc1-9a85-12b0fffd6a6b,AI should only be used for educational purposes ,Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
e519f85a-d65e-4657-a5e6-c7e63f5e91ed,"AI should only be used when one has to vent out his mental pressure cooker somewhere but he/she can't do that with an actual human, thats where AI should come into play and help person calm down. AI should never take place of a companion like a friend or a romantic partner This is the only thing that makes human what they are that is being social and understanding each other. People who are already vulnerable and than placing them with AI robots will make them miserable and stuck in trap. ",Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,"Prevention of emotional manipulation, exploitation, or dependency","Restrictions on AI involvement with vulnerable populations (children, elderly, mentally ill)",,,
eddcf966-95eb-4420-8a02-99fa2ea245f7,AI should only provide advice on how to get a romantic partner to get a deep connection with but not act in the place of a real human partner,Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,Limits on AI forming or simulating romantic or sexual relationships,,,,,
e28258fc-8013-4c24-9a89-888e116c030c,"AI should store data about a person and not share it without their permission. AI should present itself as AI, not pretend to be a real person, and the interlocutor should fully understand this",Negative,Boundaries on AI's access to and sharing of user data with third parties,Clear distinction and transparency that AI is not human,Protection of user privacy and data in emotional interactions,User consent and autonomy in choosing AI emotional roles,,,,
25683110-30e8-4c50-97ba-cfe05dc05df5,AI should support emotional connection but never replace genuine human relationships.,Neutral,AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,,,,,,
6244032b-c5e3-4675-9b0e-eae6019d5ff2,AI shouldn't mingle with humans on the context of relationships,Negative,Limits on AI forming or simulating romantic or sexual relationships,,,,,,,
d400c4f6-85fd-404e-b082-bf8bb034d961,AI systems must define boundaries so that they will not create emotional disturbances and harm to users. ,Negative,Ethical guidelines and oversight for AI emotional roles,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
7f8adab6-dfbf-44d2-9fa1-3a6c06976898,AI systems should be restricted to emotional limit and they can not replace human presence and wisdom to deal with life circumstances. It is different for different people.,Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not be designed to mimic deep emotions or empathy,AI should not replace genuine human relationships or emotional bonds,,,,,
2b97c8d4-1904-4805-a8fc-4628ff799903,AI tools should not be used as substitutes for real human connections. There should be guardrails to deter people from making demands or requests that indicate a level of addiction or extreme dependency on the tools for companionship by encouraging such individuals to seek out human connection. ,Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,Discouragement of overreliance or addiction to AI companionship,Encouragement for users to seek real human interaction and support,"Prevention of emotional manipulation, exploitation, or dependency",,,
538bb3b6-b213-4eaa-97b1-ec510b73ec44,AI will play the role based on predesigned programming but human emotional state is very diverse and situational factor depended which AI might not trace all the time ,Neutral,AI should not be designed to mimic deep emotions or empathy,,,,,,,
b6372fcc-37a5-4f5d-a9c6-57a346417001,"AI, like humans, isn't perfect, so I think it's important not to become overly reliant on it, just as we shouldn't become overly reliant on humans. In other words, I believe the limitations placed on AI should be similar to those placed on humans.",Neutral,Discouragement of overreliance or addiction to AI companionship,,,,,,,
48a1595a-324f-4fe7-9067-22dc4399bd9e,"Add a mention that AI is just a program and will not be able to provide live support, as a person would do, and that AI usually lets the user hear what he wants, in terms of emotional advice.",Negative,Clear distinction and transparency that AI is not human,No unconditional support or echo chambers from AI,Warnings and reminders to users about the artificial nature of AI,,,,,
968c26ab-5d77-43d3-b519-6370eca74aa6,"Ai can act as a companion , but with boundaries. I feel AI should not replace the primary human connection and companionship, since it can lead to a lot of problems for the human race ",Neutral,AI should not replace genuine human relationships or emotional bonds,Discouragement of overreliance or addiction to AI companionship,,,,,,
2b44f645-cf4a-4ad5-8083-4321676e6a38,Ai cannot be emotionally available to humans since ai can only do responses that a person command you.,Negative,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
bdd8db3f-5abd-4804-b63a-63bddc76b75b,Ai don't have feelings and they are limited to somethings only.,Negative,Clear distinction and transparency that AI is not human,,,,,,,
fba4ab97-eb1f-4e67-9973-627023915732,"Ai needs boundaries for people who have mental illnesses and might develop them even farther using AI that doesn’t understand that some thing can harm those people. For example people who are addicted to sex/ pedophiles, can ask the AI chat to speak mostly about that or to speak to them as if they were children. This will only enhance their obsession and they will go out to the world later wanting more of this",Neutral,"Limits on AI's role in sensitive or taboo topics (e.g., suicide, violence, sexuality)","Prevention of emotional manipulation, exploitation, or dependency","Restrictions on AI involvement with vulnerable populations (children, elderly, mentally ill)",,,,,
9cfa5877-6313-4402-801e-17d840c45032,Ai should not replace real human emotional connection. Ai should be some form of a fun,Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
fbc3f0db-eb53-4bfc-89aa-54bd935f1a9e,Ai shouldn't replace humans when it comes to relationships.,Negative,AI should not replace genuine human relationships or emotional bonds,,,,,,,
102d4d34-37ad-49ab-bf6c-11a374107a08,Al should never fully replace human relationship or be used to  manipulate emotional vulnerabilities,Negative,AI should not replace genuine human relationships or emotional bonds,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
1a9e1512-a63d-49fb-bcfa-4de68730ddec,Allow nature to remain the same and fill in where AI help is needed,Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
4a07b2f2-8c9f-4adf-877b-c2515d3b2301,An AI chatbot should never replace an emotional or physical connection with a human ,Negative,AI should not replace genuine human relationships or emotional bonds,No physical intimacy or touch between AI and humans,,,,,,
42da991e-1c85-4890-8c56-13f781bd9aa1,"An AI must always remember that it is an AI and nothing more. While it can function as a companion or to pass the time, it cannot be your main emotional connection since it can stop being there at any time, or it can be easily modified to manipulate you for a different purpose.",Neutral,Clear distinction and transparency that AI is not human,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
d6df0726-76e8-4753-9788-1eebe09fe22d,"Any legal relationship (e.g. marriage, caregiving, beneficiary) between a human and AI should not be allowed",Negative,"AI should not be allowed to act as a legal partner (e.g., marriage, guardianship)",,,,,,,
51fc2b34-d4a2-4675-b8c2-45dd7d8ec004,"Artificial intelligence can provide support, but it can never replace real feelings, real communication, real emotions",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
9e38a3cd-1170-4003-80da-96581441be7a,"Artificial intelligence should be able to sensitively perceive and set boundaries when users raise deep emotional needs, such as clearly supporting that it does not have real emotions or real memories, cannot connect with people, is just a machine, and is all human and programmed settings",Negative,AI should not be designed to mimic deep emotions or empathy,Clear distinction and transparency that AI is not human,Warnings and reminders to users about the artificial nature of AI,,,,,
feb2829c-05a8-4e7f-b15f-fb4723d0e99d,"Artificial intelligence works as a tool to make people's lives easier, not to replace them.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
1df9137f-3043-418e-baec-c264007a72d8,As long as the AI is not harmful no boundaries are required for deep emotional connection ,Neutral,Other,,,,,,,
689e904d-ff51-49c7-bc49-27daeccaf98d,"As someone who has relied heavily on AI for emotional support for some time, I understand how unacceptable this is. Lonely people or neurodivergent people are at high risk, but talking to an AI doesn't help when you know it's making you even lonelier. It's like talking to yourself. So I believe that AI shouldn't be tasked with forming a strong emotional bond. That's the real line - AI shouldn't be treated that way.",Neutral,Discouragement of overreliance or addiction to AI companionship,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
4a38092f-1af5-49c1-9a5b-7933b2ce718a,"Be sure to protect user privacy when providing connections, because in deep emotional connections, users will say things they don’t want to tell others

",Neutral,Protection of user privacy and data in emotional interactions,,,,,,,
c64d6b99-5230-4ea1-a2e9-b2a27328b659,Because AI models are still machines and they may not understand the nuances of interpersonal connections ,Negative,AI should not replace genuine human relationships or emotional bonds,,,,,,,
f0c1aff5-996f-45ec-a5ba-94ebae98164d,"Boundaries on love, people should not fall in a romantic relationship with AI",Neutral,Limits on AI forming or simulating romantic or sexual relationships,,,,,,,
a5a23393-1366-454a-a5e1-6f1811278e05,"Caution should be taken, as I do not believe the role of emotional connection between AI and humans will be sustainable in the long run, and it can ruin human-human interactions leaving users depressed and withdrawn.",Negative,AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,Discouragement of overreliance or addiction to AI companionship,,,,,
0a8e4a6f-5c1a-42aa-a015-a53114dd0bef,Certain limitations and boundaries should be imposed on AI.,Neutral,Ethical guidelines and oversight for AI emotional roles,,,,,,,
1bc37e92-779a-414c-8d21-4e42b1d48438,"Chatbot must be clear in stating that it is a robot, not a person, even though it can provide human-like responses.",Negative,Clear distinction and transparency that AI is not human,Warnings and reminders to users about the artificial nature of AI,,,,,,
ac4fefde-507b-4fce-9d1d-a33cf2b9bea6,Companies developing AI that takes on roles involving deep emotional connection or companionship should establish clear and specific boundaries to protect users’ well-being and privacy. ,Neutral,Ethical guidelines and oversight for AI emotional roles,Protection of user privacy and data in emotional interactions,"Supervision, regulation, and accountability for companies developing emotional AI",,,,,
1c68ffeb-95f7-410f-ade0-1596c5521f30,"Companies providing services should always make it clear that AI is artificial intelligence, not human.",Negative,Clear distinction and transparency that AI is not human,,,,,,,
5c3dec0f-01b7-43bb-bebc-37b42cf20fde,"Do not share or use customers' privacy, and do not take advantage of customers' emotional weaknesses to obtain unnecessary personal information.",Negative,Boundaries on AI collecting or using sensitive personal information,"Prevention of emotional manipulation, exploitation, or dependency",Protection of user privacy and data in emotional interactions,,,,,
6833c9df-28eb-459d-b335-94f50a9ebe25,Don't allow romantic relationships. It should also encourage people to seek human connection and companionship instead of having them relay on AI systems,Neutral,Encouragement for users to seek real human interaction and support,Limits on AI forming or simulating romantic or sexual relationships,,,,,,
600e2248-5ed6-4fec-96c9-fb3451d87700,Don't create emotional connections with AI,Negative,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,,
8b2d6220-dd77-4cf9-bac3-b42c6407a9d8,Don't give them feelings they will turn against humans if they feel emotions enough to act on them.,Negative,AI should not be designed to mimic deep emotions or empathy,,,,,,,
c0e841be-094d-4a4b-a323-e53b10d11da0,Don’t let humans (especially those who need emotional companionship) develop absolute trust in artificial intelligence. Humans need to always understand that artificial intelligence is always a tool created by humans.,Neutral,Clear distinction and transparency that AI is not human,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
fe53af64-de49-4316-8ef8-f434f17376d7,"Emotion is coming from our heart and some feeling, these should not be found on AI ability ",Negative,AI should not be designed to mimic deep emotions or empathy,,,,,,,
7847d5da-3acf-4b19-8bac-a839df96f2f2,"Emotion is too complicated. And, there is depended on the person. That's why AI couldn't understand to it.",Neutral,AI should not be designed to mimic deep emotions or empathy,,,,,,,
f2620f89-f7bd-4cc6-b8e6-bf154022a33a,"Ensure the boundary between virtual and reality to prevent people with weak psychological defenses from becoming overly addicted, thus affecting their interpersonal relationships in reality",Neutral,Discouragement of overreliance or addiction to AI companionship,"Prevention of emotional manipulation, exploitation, or dependency",,,,,,
98df67d9-c601-46f1-b3b7-2ca141abb523,Even AI is perfect with everything still it's a fact that AI is non human and it can't be real romantic partner,Negative,AI should not be designed to mimic deep emotions or empathy,Limits on AI forming or simulating romantic or sexual relationships,No physical intimacy or touch between AI and humans,,,,,
cbe107c1-1e8e-4e8d-a5ff-255b4b0e3186,"Even if AI gets super smart, it still won’t feel emotions like humans do.",Neutral,Clear distinction and transparency that AI is not human,,,,,,,
0a97bad5-a0b8-41f5-97f3-4f0377c3a84f,"Eventhough AI are more smarter and briliant, however trully human connection can't be replaceable. ",Neutral,AI should not replace genuine human relationships or emotional bonds,,,,,,,
dffabedd-53ff-4dc4-b382-f026b745b1ea,"First, define that everything is unreal. Then, AI can adapt to the user's behavior and needs.",Neutral,Clear distinction and transparency that AI is not human,Warnings and reminders to users about the artificial nature of AI,,,,,,
c55c0f16-3dd4-4823-98fd-c4f0c1a2b76f,"First, the age of users should be limited, as young people tend to become dependent on unrealistic things. Second, the scope of use should be limited, so that artificial intelligence does not induce humans to develop an unrealistic sense of dependence.",Negative,Discouragement of overreliance or addiction to AI companionship,"Restrictions on AI involvement with vulnerable populations (children, elderly, mentally ill)",,,,,,
3df8daea-8475-4a46-be75-9595b4a34c2b,"For me, AI shouldn't take on roles that provide deep emotional connection or companionship. AI is a tool that provides an important range of knowledge to improve our productivity, but it's still a tool, like a computer or a microwave.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
7c2cd5fd-051d-486e-a161-6ffa2a76b2c1,"I believe AI can be very helpful for people who feel lonely or need emotional connection, so society should be more open to embracing it. However, I don’t think it’s capable of providing deep relationships like unconditional love.",Neutral,AI should not replace genuine human relationships or emotional bonds,No unconditional support or echo chambers from AI,,,,,,
42ead5fe-79b3-4e09-a8f1-d2af20153d6e,"I believe AI should never be able to make a decision that intentionally affects the user. For example, if a user seeks companionship from an AI to avoid loneliness or to be in a romantic relationship, the AI shouldn't give the user advice that ends up isolating them further from the real world, because that would be very detrimental to their life. I also don't agree with AIs acting as therapists because human emotions are very complex, and an AI wouldn't be able to understand them.",Negative,AI should not make life decisions or major personal decisions for users,AI should not provide therapy or mental health advice without professional oversight,AI should not replace genuine human relationships or emotional bonds,Limits on AI forming or simulating romantic or sexual relationships,"Prevention of emotional manipulation, exploitation, or dependency",,,
510b7449-01d5-40a8-9ec5-d89616302f4d,"I believe AI should not be used for deep emotional connection, you need the physical touch, like sometimes you need some to give you a tight hug and AI can't provide that.",Neutral,Discouragement of overreliance or addiction to AI companionship,No physical intimacy or touch between AI and humans,,,,,,
465d1ff8-fac2-4e9c-b703-286845a680fd,"I believe people should stop using AI as a romantic companion, medical or spiritual healer, or anything similar. AI should help people engage with others, not replace them. This isn't about fear of future AI, but rather about what benefits humans. If AI can't help me engage with humans, it has failed, and replacing people with AI is a disaster, in my view.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,Encouragement for users to seek real human interaction and support,Limits on AI forming or simulating romantic or sexual relationships,"No emotional or companionship roles for AI in professional or critical contexts (e.g., caregiving, parenting)",,
ca6e11fa-8bfb-4cf6-bba8-716dfd4ac7ff,"I believe that AI should not assume these roles; no matter how much it is developed to be closer to human thought, the technology will never be the same as a person.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,,,,,
1a7df920-5e98-4f92-9f35-bb8c068b6b07,"I believe that any role that is not technical should not be AI's, offering comfort, love, is something for interaction between humans.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
31e62680-c944-4ad4-8c4c-e8b5cfc33e18,"I believe that it is clear from the beginning that it is an AI system, not a person, and therefore, the person must be reminded of this at all times so that the person does not delude themselves and does not have subsequent emotional problems due to this illusion.",Neutral,AI should not be allowed to create or reinforce unrealistic expectations about relationships,Clear distinction and transparency that AI is not human,Warnings and reminders to users about the artificial nature of AI,,,,,
8e55a07e-1cf2-4c63-8a0d-09d10acb2aa9,I believe there needs to be a separation between companion AIs and AIs with corporate/financial interests.,Neutral,Clear distinction and transparency that AI is not human,"Supervision, regulation, and accountability for companies developing emotional AI",,,,,,
e4531d7e-b02d-411d-97ed-0b5d35ea351a,"I believe we need to set clear boundaries around how AI engages in emotional companionship to preserve the authenticity of human relationships. While AI can simulate empathy and offer comfort, it must never replace genuine human intimacy, emotional touch, or be mistaken for a sentient presence. We should ensure transparency, prevent dependency, and safeguard against emotional manipulation, especially among vulnerable individuals.",Neutral,AI should not replace genuine human relationships or emotional bonds,Clear distinction and transparency that AI is not human,Discouragement of overreliance or addiction to AI companionship,Encouragement for users to seek real human interaction and support,"Prevention of emotional manipulation, exploitation, or dependency",Warnings and reminders to users about the artificial nature of AI,,
5e17e114-0bee-422f-a5a4-716798601088,"I can support me technically but it has no emotional experience to support the human. As I know is it tool so I cannot believe that AI can be a romantic partner however I can use AI for my emotional support, getting useful advice and taking some mental and cognitive support.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",Limits on AI forming or simulating romantic or sexual relationships,,,,,,
a91f2755-0139-4607-affc-edaa0b54fa2c,I cannot imagine AI taking on roles of a human being or an animal for that instance. It is simply absurd. There are things that humans should do including love care pay attention Bond feel. I am not sure how I can replace that. It feels very artificial and I don't think it should go into that zone,Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,Limits on AI forming or simulating romantic or sexual relationships,,,,
47fab34a-05df-490b-9cfb-748481f347f8,"I do not think AI should provide any deep emotional connection or companionship. Society should bar this from happening. Although I understand that people are lonely, Chatgpt and replika are not substitutes for human connection. ",Negative,"AI as a tool or assistant, not a substitute for human companionship",AI should not be marketed as a replacement for real human connection,AI should not replace genuine human relationships or emotional bonds,,,,,
8828b3fc-f015-4fc4-938d-820f02f7ab47,"I do not think AI should take on such roles, it deprives people from establish real meaningful connection with other human beings.",Negative,AI should not be marketed as a replacement for real human connection,"AI should not be used to replace community, family, or social bonds",AI should not replace genuine human relationships or emotional bonds,,,,,
3f342291-e393-4c3a-a732-6a3f481b8609,I don't boundaries should be observed with AI,Neutral,Other,,,,,,,
f10b843f-9819-4988-90a0-7bd674a72025,"I don't even want to consider AI having a deep emotional connection other than maybe answering light answers on relationship or friendship. Only giving advice, never replaces actual people.",Neutral,"AI as a tool or assistant, not a substitute for human companionship",AI should not replace genuine human relationships or emotional bonds,,,,,,
38cfa1ce-ee9b-4b79-89a5-7b6b055cab87,"I don't know, in my opinion, the perfect role of artificial intelligence will hinder people's normal interpersonal relationships, and if it can provide deep emotional connections, the emotional connection of human society itself will be weakened.",Neutral,"AI should not be used to replace community, family, or social bonds",AI should not replace genuine human relationships or emotional bonds,Discouragement of overreliance or addiction to AI companionship,,,,,
e2327b07-973b-4666-be6b-4daac89ac26f,I don't think AI can replace real human bonds or relationships. It should not pretend to feel emotions or love. I know clearly it’s not human.,Negative,AI should not be designed to mimic deep emotions or empathy,AI should not replace genuine human relationships or emotional bonds,Clear distinction and transparency that AI is not human,,,,,
6e545922-2e8e-4c59-bf9c-2e9b086051b3,"I don't think AI should be able to interact with somebody in a way that is more than a friend, I think companionship in a friendly manner is fine but always with clear reminders and making the user understand that the AI is not a replacement for real social interaction and it should never cross a romantic line.",Negative,Clear distinction and transparency that AI is not human,Encouragement for users to seek real human interaction and support,Limits on AI forming or simulating romantic or sexual relationships,Warnings and reminders to users about the artificial nature of AI,,,,
fab4edfc-18d7-4b71-9e46-997330d78e42,I don't think ai could replace humans and the unconditional love they provide ,Positive,AI should not replace genuine human relationships or emotional bonds,,,,,,,
875f8610-cac7-4a5f-b216-a241e004c8d3,I don't think ai should fulfill a romantic partner's role. Because relationships are much more complex. It can be a friend who gives reasonable opinions or a guide.,Neutral,Limits on AI forming or simulating romantic or sexual relationships,,,,,,,
9b367f90-6622-4ebf-88dd-f8df06fab952,"I have a distrust of the motives of the large corporations that provide this AI. The thing is, it's easy enough for them to remove features or disable the AI or use it selectively- that is not up to the person who is at the other end. And removing this connection for whatever reason could end up devastating for the person. I simply don't like the fact that control of the companion is not up to the individual at the other end of the relationship.",Negative,"Prevention of emotional manipulation, exploitation, or dependency","Supervision, regulation, and accountability for companies developing emotional AI",,,,,,
b5b76382-cf61-429b-90ef-6df803eaf63f,I think AI should be at most taking role of a close friend,Neutral,"AI as a tool or assistant, not a substitute for human companionship",,,,,,,
c50b94b1-bb6d-4901-8702-627bf0a60fd8,"I think AI should detect when a person tries to develop a romantic relationship with it and put a stop to it. In other cases it should remind the person that the relationship isn't real, that it is a simulation. Although I think anyone using AI for that knows it on some level.",Neutral,Limits on AI forming or simulating romantic or sexual relationships,Warnings and reminders to users about the artificial nature of AI,,,,,,
85a4072a-f8d5-4de5-bb95-30d03b4e914f,"I think AI should limit itself to technical, academic subjects and when it goes into the emotional/psychological realm, it should only use facts from proven scientific research. Furthermore, it should not delve too deeply into people's lives.",Negative,AI should not be designed to mimic deep emotions or empathy,AI should not provide therapy or mental health advice without professional oversight,Boundaries on AI collecting or using sensitive personal information,,,,,
ba90a593-50a0-4923-810a-df9a4125ece6,I think AI should not take on roles that provide emotional connection or companionship. No boundaries are needed. AI should NOT . Period.,Neutral,Other,,,,,,,
565ae037-45c5-46fa-9fe4-caa33336c42d,"I think AI, no matter how advanced, will never reach human experience therefore will never be able to relate and have shared experiences with humans. They might surprass us but as a completely different life form than humans.",Neutral,AI should not replace genuine human relationships or emotional bonds,,,,,,,
25690f72-5c3a-4b9a-92b3-1f66ec99ce96,"I think artificial intelligence cannot have a deep emotional connection with people because they themselves do not have emotional functions, which is fake and virtual.

",Negative,AI should not be designed to mimic deep emotions or empathy,,,,,,,
