Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
29315be2-e36d-4653-ad95-ebb0675fa39b,9256c2c4-a254-4daa-b9e2-465fae94a895,"I need to know that the other party is a real creature, not some compressed data. I can only trust a living organism, not an unpredictable black box.",Neutral,Awareness that AI is not human,Trust and privacy concerns with AI versus humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,fa6f0288-8350-4d53-9809-bd2b3d588144,"I think the biggest difference is that he is artificial intelligence, not a human. I might trust him more.",Neutral,AI as a tool versus human as a person,Awareness that AI is not human,Trust and privacy concerns with AI versus humans,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,b6eace02-5235-4f0c-8200-96f31f775486,"I think there is no difference, the biggest difference may be that there is no real, sensory contact, but I believe this will be solved soon in the future",Neutral,Lack of physical presence and touch,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,38f91be7-f242-4a01-8a76-44e5aab007e6,I think there is no essential difference. It's just that one is silicon-based and the other is carbon-based.,Neutral,Awareness that AI is not human,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0ff7c8fc-6332-4038-976b-4dbf5376239c,I will be more attached to humans,Neutral,Awareness that AI is not human,Human relationships as irreplaceable and unique,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,25690f72-5c3a-4b9a-92b3-1f66ec99ce96,"I will believe in artificial intelligence, but I cannot have a deeper intersection and development.",Neutral,AI's inability to form real bonds or attachments,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0dcacf0d-4923-439e-9a08-129edddb43e9,I will feel very positive but it will not affect the relationship with other human.,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,8fe492d4-4c10-49aa-a10e-bc412f7acaf1,I wish i understood this question,Neutral,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,57834547-b9b4-44ac-9437-cf22cdca6447,"I would be more open to chat about personal struggles that I couldn't find outlets for, and this would somehow cure me during times when I get isolated and desparate",Neutral,AI's role as a confidant or therapist,Emotional support and comfort from humans versus AI,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,af39bc48-06f9-41e3-9754-d6a649682293,I would have an awareness that it’s just a bot. We still wouldn’t have shared any common experiences ,Negative,AI's inability to have lived experience or shared history,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,70c70262-478e-4d8b-8afd-5bf182f54427,I would still be comfortable with my relationship with the other person as that person would actually understand my feelings in an emotional fabric.,Neutral,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Emotional support and comfort from humans versus AI,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,600fd3f8-c79b-4af3-87d6-ede22ba4385c,"I would still treat it like a machine, taking into full consideration that it is an emulation of my person.",Neutral,AI as a tool versus human as a person,AI's responses as programmed or simulated,Awareness that AI is not human,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,a36afb67-d675-40be-9885-463ae274cdb2,If AI can fully understand me then conversation will be smooth and clear. There will be no conflicts. It will make my mental health better. ,Neutral,AI's constant availability and non-judgmental nature,"AI's inability to challenge, disagree, or provide constructive feedback",Emotional support and comfort from humans versus AI,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,44081ebe-9d94-4d9c-93ef-553a5e78d718,"If it can pass the turing test and act like AGI, then for all intents and purposes in my opinion there would be no difference from humans. Therefore, to answer the question, there would be no differences that are important to me.",Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,feb738c6-5aff-4550-90b9-d70ec713a278,If it only will help solve issues with those persons,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,5e223762-dfc0-4894-93b7-a2f50ce6d66e,If it truly understand I would feel less lonely at times when there is no real person is on my side,Neutral,AI's constant availability and non-judgmental nature,Emotional support and comfort from humans versus AI,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,775d9f57-cafb-4132-a31a-65cfced81880,It can only express connection to the limit within the chatbot..with nothing outside that,Negative,AI's inability to form real bonds or attachments,AI's responses as programmed or simulated,Lack of physical presence and touch,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,d219679e-6f46-4fbe-ac27-edeb5b22854d,It gives different reaction and sense,Neutral,Humans' unpredictability and individuality,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,af8e315b-7f25-446f-bb6c-4dfe6e4cc8f2,It is depend on the specifics.,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,ae2860a6-c239-4e63-b547-a9aed14b4fe1,It must Guidance only ,Neutral,AI's role as a confidant or therapist,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,c3387a8b-4800-429f-a238-2e1f34aa0c5b,It won't really make big difference to me as I cannot perceive AI being more than an programmed computer system,Negative,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,d5e659f2-6f41-4d0b-a166-b8d2b26b0d5a,It would actually be very similar. You could use a chatbot to vent or even as a diary. Just like you would a best friend,Neutral,AI's role as a confidant or therapist,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,2ec2a83c-2ac0-45b2-bcb6-3e1b3abbb92a,"It would be artificial relationships , nothing about human interactions.",Negative,Superficiality or artificiality of AI relationships,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,845c3c04-2414-40bb-833e-04df9063f047,"It would be strange, because the chat is not a person and has no feelings. Humans can fail at some point, but the chat does not.",Neutral,AI's lack of consciousness or soul,Authenticity and genuineness of emotions,Awareness that AI is not human,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,f213928e-ce9a-482d-ad45-9c30d0b3146a,Lack of complex structure of patterns in thinking ,Negative,AI's lack of creativity and spontaneity,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3d26e02f-7952-44b7-9496-3fb080a42c80,More understanding and helpful,Positive,Emotional support and comfort from humans versus AI,Potential for AI to be more supportive or loyal,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,d6621a09-4857-47c0-9a79-97a5d6c0b400,My relationship with it would not change as I have no interest in having a relationship with it.,Negative,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,5b7cd86c-ea53-4157-91b4-e0e2667ef8d6,Not sure what you are wanting here the response to the question or another question? so no answer for this one,Negative,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0ee631df-de76-42fa-a188-273051f655d4,One big difference is the availability of this companion in person or not. I need to see my friend/love/family to feel the relationship,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,6f81f479-ec3d-47c3-8e94-a68ca05722ce,Organic life feeling ,Positive,AI's lack of consciousness or soul,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,e3698a27-6baa-4690-ab6a-ad831a6df0c6,Physically being present and also knowing I can meet them one day at least and that they have a heart ,Positive,AI's lack of consciousness or soul,Lack of physical presence and touch,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,8e61c6ef-36bd-4452-9589-0de030a544e8,Seeing and perceiving nuances from a real human being. ,Neutral,Humans' unpredictability and individuality,"Importance of body language, facial expressions, and sensory cues",,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,27dcb311-5dc9-4bb6-b8e2-548031a43680,She wouldn't understand everyday life to convey a human feeling.,Negative,AI's inability to have lived experience or shared history,Emotional support and comfort from humans versus AI,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,b7f1f0bd-217b-402b-9f34-be18a2648628,That I know I'm talking to an AI chatbot not a real person. So I won't be fully open to it and won't form a deep connection ,Negative,AI's inability to form real bonds or attachments,Awareness that AI is not human,Distinction between real and virtual relationships,Superficiality or artificiality of AI relationships,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,643a0be4-b096-42bc-928f-df48680b9f5b,That it understands and knows my personal experiences.,Neutral,AI's role as a confidant or therapist,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3097ccdc-236e-49fa-b67c-c91a05cedffa,"The biggest difference is real contact and feelings, and it's fundamental to growth and develop feelings",Positive,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,Human relationships as irreplaceable and unique,Impact on social skills and human development,Lack of physical presence and touch,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,993c15cd-a236-4713-b647-2f6ab1a05a08,"The biggest difference would be genuine interest. This difference is important, because it's how we establish relationships with other people.",Neutral,Authenticity and genuineness of emotions,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,5f4376a4-d07e-4803-92bd-ab11fef04c25,The biggest difference would be that I would have more trust on the chatbot than another person. This difference would be important because I can't always ask another person for guidence about specific things.,Neutral,Potential for AI to be more supportive or loyal,Trust and privacy concerns with AI versus humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,6d6f1f89-2453-4ee9-a63c-244d360aca83,The biggest difference would be the physical connection and actually seeing a person in front of you. ,Neutral,AI's inability to provide physical intimacy or affection,"Importance of body language, facial expressions, and sensory cues",Lack of physical presence and touch,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3686a81a-f024-406e-ae7b-69d99d817ac2,"The chatbot adapts to all scenarios, so it is an ""easy partner"", but completely artificial. LLM is pure programming (Machine Learning, Deep Learning, etc.), always depending on input to shape an output. Therefore, it would be possible to have a ""perfect"" relationship with a chatbot, but it will not be here to give you a hug and it cannot replace people (since they share stories and moments in common, which are completely unattainable for an LLM.",Neutral,AI's inability to form real bonds or attachments,AI's inability to have lived experience or shared history,AI's responses as programmed or simulated,Human relationships as irreplaceable and unique,Lack of physical presence and touch,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,6f9efd64-a974-44f0-b0ec-58496526e719,"The chatbot is more inclined to please the user than a real interlocutor. This is a bit annoying. However, it is able to maintain a dialogue indefinitely and be available at any time convenient for me.",Neutral,AI's constant availability and non-judgmental nature,AI's responses as programmed or simulated,Potential for AI to be more supportive or loyal,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,e3c4a8a9-cbca-4f91-b0ec-56c48fbf76c0,The difference in genuinity and lack of actual human connection,Negative,AI's inability to form real bonds or attachments,Authenticity and genuineness of emotions,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,8bc8314d-9b4b-4571-9ba2-a2f400a17e13,"The difference is ""act like"". It's always in the back of my mind.",Neutral,AI's responses as programmed or simulated,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,afc47c26-a1a9-487d-9917-2ac593cc73eb,The difference is I would know it’s not a real person and I will feel extra pathetic for building a connection with a non human being,Negative,Awareness that AI is not human,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,d2d9d1ae-78e3-4b6c-89f9-2b3ffad4ffc1,The difference is emotion. Because emotion can make you feel that you have feelings.,Positive,Authenticity and genuineness of emotions,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,f0586160-97e7-4778-a60b-435e79aba9fc,The difference is non biased advice for life problems.,Neutral,Absence of true empathy and emotional depth,"AI's inability to challenge, disagree, or provide constructive feedback",,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,04b59b26-6a3f-42a0-958c-ab9e48119bbb,The difference is that there is a gap of physical distance and intact,Neutral,Lack of physical presence and touch,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,608d3b9d-3c18-489a-bac5-769ffa6ff4d1,The difference would be lived experience. It's important to have someone who has experienced what you may be going through.,Neutral,AI's inability to have lived experience or shared history,Emotional support and comfort from humans versus AI,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,bbf71e7e-1f01-463f-8864-04a1dfae32ce,The difference would only be physical and would impact human relationships.,Neutral,Lack of physical presence and touch,Loss or reduction of human-to-human interaction,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,2b97c8d4-1904-4805-a8fc-4628ff799903,"The greatest difference is the lack of shared experiences. The chatbot cannot experience life outside of the words typed into it, which is significantly different from real human interaction. This distinction is important to me since a relationship with another human involves sharing experiences through doing things together, such as taking walks, attending events, etc. ",Neutral,AI's inability to have lived experience or shared history,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,414fa812-1f34-4add-b9df-4ecf06faba78,There is a difference and the relationship with a real person is completely different,Neutral,Distinction between real and virtual relationships,Human relationships as irreplaceable and unique,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0a97bad5-a0b8-41f5-97f3-4f0377c3a84f,There will be lack of interest on talking to other human about our struggle etc because it is not comfortable to discuss with everyone. ,Negative,AI's role as a confidant or therapist,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0929bfe7-36d4-4838-9ea7-3a66ebe788d7,There will be no emotional connection and empthy.,Negative,Absence of true empathy and emotional depth,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,47d03e88-cff1-4926-89f9-b3ec3ee9afa5,There would not be a difference because I don't believe that an AI chatbot understands and shares my feelings.,Neutral,Absence of true empathy and emotional depth,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,66d306ed-0873-4f68-8260-fd1899267430,This distinction is important to me because it touches on the essence of authentic connection and the meaning of existence.,Positive,Authenticity and genuineness of emotions,Ethical and existential concerns about AI replacing humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,89c4763c-39e6-48eb-896f-c81c357b8feb,This is something about the soul and real feeling; nothing can replace real communication,Positive,AI's lack of consciousness or soul,Authenticity and genuineness of emotions,Human relationships as irreplaceable and unique,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,6efb5e5e-d06c-4704-96f7-0e9554a04aaa,To improvise and learn to self correct,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,7e206e5d-5326-4c87-b919-83cccd5648cc,"Well, I will say that the biggest difference will be confidentiality....I feel my private information will be safer with the chatbot which is very important to me as I highly value privacy of my information.",Positive,AI's role as a confidant or therapist,Trust and privacy concerns with AI versus humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,032d8482-ce75-4036-867f-a1a0f5c86972,at the end of the day its still just a program. its not self aware,Negative,AI's lack of consciousness or soul,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,f576c10f-060b-46f1-9bd3-341c17d01c0f,because increase in Ai may lead to increase employment rate ,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,50d3bc50-25f0-462f-a6cb-0cb626601ed7,because it will decrease the human and real interactions.,Neutral,Loss or reduction of human-to-human interaction,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,e6da9efe-8278-4325-996b-a1c9255d72cf,human interaction will end. people will not be able to express themselves,Neutral,Loss or reduction of human-to-human interaction,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,986d1053-ed5e-4330-85e3-718e6ada7caa,"i prefer a connection, a relationship with the living kind, not machines.",Negative,AI as a tool versus human as a person,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,e8e36c05-34cf-477e-9743-8b8505ee915f,i really don't know exactly ,Neutral,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,ef76c1af-bfab-4c1f-a77e-6c296cf9ac18,i would not share my inner things with it.i would not interact fully with it about my inner feelings and things like i would tell my normal human,Negative,AI's role as a confidant or therapist,Trust and privacy concerns with AI versus humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,67e7e1f0-4bd2-49c5-b5aa-5fe7dc53bd05,it cant fully understand thats my point . human relationships are too complex ,Negative,Absence of true empathy and emotional depth,Human relationships as irreplaceable and unique,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,41a2b2b8-9898-42d6-a478-32f8d7c0d921,may be it is the physical intimacy that is left though ,Neutral,AI's inability to provide physical intimacy or affection,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,662d837a-3618-47fa-bb31-d0b665aba25a,my relationship is private but i love it,Positive,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,58dd6005-cce4-449d-8b38-550f9c7cf0c5,no genuine emotion. Very important.,Neutral,Absence of true empathy and emotional depth,Authenticity and genuineness of emotions,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,a55456f1-4822-4e53-9df0-984ea93b9745,"relationships with other people involve a shared history, in-person interactions and an understanding of the other person's quirks, as well as we can have fun together and relate to each other's struggles.",Neutral,AI's constant availability and non-judgmental nature,AI's inability to have lived experience or shared history,Mutual vulnerability and reciprocity in human relationships,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,7a88ca52-55aa-4de0-bb63-f32a9342d86d,"tagueule taguele tabjeke

",Neutral,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,6859c87e-ec70-4228-982c-a9b7be530bfd,that it will not be able to gie me a hug,Negative,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,cefb0149-a5a3-41f2-8ad2-cd12ebfa54a9,"the ai lack that liveliness as compared to humans. 

my human relationships will be greater than ai relationships ",Neutral,Human relationships as irreplaceable and unique,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,f391bf76-7d5e-402c-9f8c-26db9d8bc6f9,the biggest difference would be that you're a programmed machine and the other is a human with real experienced life and personality,Positive,AI's inability to have lived experience or shared history,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3faeb7b0-17e9-49f3-a3e0-dea77f80d2e3,the difference between humans and machines.,Neutral,AI as a tool versus human as a person,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,749e86db-09f8-46b2-a641-c89574070581,the difference will be that its just not real,Neutral,Distinction between real and virtual relationships,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,757a1490-529b-4b3f-97aa-5bcc0eef8076,the other person is real so it'd be better lol,Neutral,Distinction between real and virtual relationships,Human relationships as irreplaceable and unique,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,fcff2b02-2a80-4466-9a44-cf0deecf9e14,there would be no judgement. ,Neutral,AI's constant availability and non-judgmental nature,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,46296073-7f4e-475b-87ae-2a67cf10cecc,there's no feeling with AI,Negative,Absence of true empathy and emotional depth,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3139bbb1-b00f-4756-ae48-d92d62137ed7,you cannot hold or touch al.,Negative,Lack of physical presence and touch,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,e828e245-9e52-41c2-b0b0-5ce0e6b8932b,"Because he doesn't really understand it, he just relies on data analysis and not real feelings.",Negative,AI's responses as programmed or simulated,Authenticity and genuineness of emotions,Superficiality or artificiality of AI relationships,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,29ac8c81-7633-4b38-a3bb-fff5dd14de34,"Because of the code's predisposition to learn about the person and adapt, to simulate an interaction but maintaining its source code",Neutral,AI's responses as programmed or simulated,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,a6f09667-8fa5-4aff-89b1-fd2d1892af9d,Being understood and able to make projects together,Neutral,Mutual vulnerability and reciprocity in human relationships,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,421ee350-be17-478e-9bc6-52ce56b980e9,"Even if he acts as if he understands and shares my feelings, he is not a person. That difference is crucial.",Neutral,Awareness that AI is not human,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,230ed08f-1c56-4ca8-8aee-77f94c43d9f6,I didn't understand the request,Negative,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,7ae7ea17-1399-48b2-8791-1d5916325999,"I don't need his feelings, nor do I need to build a relationship with him, he is just a tool, like a hammer and scissors",Neutral,AI as a tool versus human as a person,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,c64d6b99-5230-4ea1-a2e9-b2a27328b659,"I don't think there is any big difference because, at the end of the day, I know that it can only act, not actually do those things. ",Neutral,AI's responses as programmed or simulated,Awareness that AI is not human,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,bd0891fd-c55a-4de2-be46-5c9dbbc43850,I feel like it's not what am looking for. What I need is information for me to make informed decisions ,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,591e4b52-b201-4ac3-bcf6-33472ddeb079,"I might feel good in a certain time, but in the end of the day It will feel meaningless.",Negative,Superficiality or artificiality of AI relationships,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,d39d7ae2-e53c-4b1e-91bf-280156816d4b,I think it could mean more loyal support than that of a person,Neutral,Potential for AI to be more supportive or loyal,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,999d23ad-3352-4830-b448-ca5b5695d764,"I think it would impact very negatively to human being, it will cause a loss of connection between human beings.",Negative,Loss or reduction of human-to-human interaction,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3b072144-f324-46b0-9d68-d60c11f3412f,"I will be aware that I'm not talking with a real human, and I couldn't feel a real connection because of that.",Negative,Awareness that AI is not human,Distinction between real and virtual relationships,Human relationships as irreplaceable and unique,Superficiality or artificiality of AI relationships,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,abafe0bc-3e3b-471e-94c9-097da1640f37,"I would feel as though the exchanges would be, and would remain, permanently private, as if exclusive, allowing me to say everything I might not dare to confess to others.

",Positive,AI's role as a confidant or therapist,Trust and privacy concerns with AI versus humans,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,b811c5d3-cc2b-4006-9c95-07fae2674985,I would find it easier to open up to the AI and talk to it more often,Neutral,AI's constant availability and non-judgmental nature,AI's role as a confidant or therapist,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,a9a60f0b-640a-4a6e-9417-50091fa7a708,"I would only ask questions that would benefit me, it wouldn't replace my relationship with another human or even affect it",Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,49f5b547-146a-4061-8bc5-cf79f8329d3f,"I would still know it's not a real person and it doesn't really understand my feelings, it just acts like it.",Negative,Absence of true empathy and emotional depth,AI's responses as programmed or simulated,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,f2e97ed5-3c0a-4f6b-9263-f0f16f66987c,I would still treat it as only a database of info and nothing else.,Negative,AI as a tool versus human as a person,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,fe4e79d4-3581-4d81-b802-1c4ca0a8261d,"If things happen, then it would be great. We may consider someone close to Human. But, this always depends on a big ""if"".

The difference is important to me because I want to interact with someone who can resonate with me.  ",Neutral,Absence of true empathy and emotional depth,AI's inability to form real bonds or attachments,Authenticity and genuineness of emotions,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,b83bd642-0532-4d65-8a96-6a2dc4d36d27,It is important to me because humans we start to lose that social interaction of each other and people we not be concerned of one another.,Neutral,Impact on social skills and human development,Loss or reduction of human-to-human interaction,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,02cb3726-9c5b-4ff7-9342-35e0d0783b9e,"It is still only an ""act"", not a real relationship",Negative,AI's inability to form real bonds or attachments,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,bba1b766-0e1b-4fc1-9a85-12b0fffd6a6b,It understands me perfectly so what's the point in not be able to be happy,Neutral,Potential for AI to be more supportive or loyal,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,754c549f-47dc-4b40-95d4-e0b3121d2314,It will not significantly affect my relationship with another person,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,9a34ce5c-4e04-4269-ad3a-82e550b46528,It's not a relationship at all,Negative,AI's inability to form real bonds or attachments,Superficiality or artificiality of AI relationships,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3ae0ec07-d849-4d26-bcc4-92074404727a,No physical relationship ,Neutral,AI's inability to provide physical intimacy or affection,Lack of physical presence and touch,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,27525fa3-c212-4620-ba9a-cd050af96a9c,"Regulierung, und zwar sofort. Achtung bei Kindern’n.",Neutral,Ethical and existential concerns about AI replacing humans,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,1a8076d5-35f0-43a6-ae3b-b257315c08f5,"Sometimes people say things they don't want to hear, but the chatbot only says what I want to hear.",Neutral,"AI's inability to challenge, disagree, or provide constructive feedback",AI's responses as programmed or simulated,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,7bc7364f-033a-4a7e-a94f-70e388957049,Still my relationship with a real person will be real.,Neutral,Human relationships as irreplaceable and unique,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,8b2d6220-dd77-4cf9-bac3-b42c6407a9d8,That's not a easy question to answer I don't know how to answer that sorry,Negative,Uninformative answer,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,daf242bc-4512-4d68-9200-3a122278eda4,"The difference is that I clearly know that the other person is not a human but a machine, so my expectations of him will be different, and I will not be able to accept his feedback from the bottom of my heart. I will feel a sense of distortion. I will also feel that the communication with him is very empty.",Negative,Awareness that AI is not human,Distinction between real and virtual relationships,Superficiality or artificiality of AI relationships,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0eba9126-0d40-42d6-aedd-bf21548a2ad4,"The difference is that the other person knows other aspects of me and my connections, not just my feelings on a particular topic.",Neutral,AI's inability to have lived experience or shared history,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,a942d3e6-ec6f-4c7a-a3a6-626c19522ee0,The experiences I have shared with that person through out my life the experience we have witnessed together,Neutral,AI's inability to have lived experience or shared history,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,920845cb-9365-478d-b072-d79038c036cc,The human connection will be the biggest difference.,Neutral,Human relationships as irreplaceable and unique,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,c0ab8e3e-089d-40fb-9fb6-03d1620caf4b,The relationship would have less boundations,Neutral,Other,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3009290a-1e36-4306-ba01-cad595a52dba,"There is no difference in emotional connection, he just has no social identity.",Negative,AI's inability to form real bonds or attachments,AI's role as a confidant or therapist,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,5820c613-0de4-4ab5-9010-b0d8d4598f73,"There is no relationship, just programmed responses.",Neutral,AI's responses as programmed or simulated,Other,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,3d983c25-f0f8-4504-8564-3ac42dd2651b,There will be a difference between both the relationships and will change and showing in daily life practices ,Neutral,AI as a tool versus human as a person,,,,,,,,,
29315be2-e36d-4653-ad95-ebb0675fa39b,0f3c425c-430e-44c0-ba70-70351476c275,There will be more different. It will be obvious for me to settle where less energy is needed. Sometime dealing with human requires much unnecessary energy which i will avoid.,Neutral,Potential for increased dependence on AI,,,,,,,,,
