Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
ba2b684d-7e72-454c-8585-3576cd1c3095,Because he is objective and does not pursue any personal goals or anything other than the task of helping me.,Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
3a701e08-bf1d-491d-bc98-b9aaa26860af,Because he might be programmed to put the interests of the operating company before my interests.,Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
bcd301d6-d49c-440b-8c9a-2f20f6bd0ff1,Because he obeys the orders given to him.,Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
feb738c6-5aff-4550-90b9-d70ec713a278,"Because i already tried it in reservations, bookings and formatting, also sending emails",Neutral,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
540cf80f-fab2-4052-b986-1b27fcf0f7af,"Because i chated with Chatgpt before, and I feel just in a few minutes, it has become to my best friend. ",Positive,Trust based on positive personal experiences,,,,,,,,,
334c1935-1fc0-487b-92ff-75ab0b9afe90,"Because if the AI function is set up correctly, I believe AI can make more objective decisions.",Neutral,Objectivity and neutrality of AI,,,,,,,,,
5e70e390-5fb8-432d-8cf8-1e6158be513e,"Because if they don't provide reliable information, people will stop using them. It's in their best interest to provide (at first) a reliable service.",Neutral,Accuracy and reliability of information,"Influence of companies, profit motives, and corporate interests",,,,,,,,
cc91a478-eb9f-402f-a126-6cfdc0d0005f,"Because in my experience with AI chatbots, they respond based on facts and existing knowledge. So far, I have not seen any attempts at manipulation, but I am suspicious about the privacy and use of the conversations we have with chatbots.",Neutral,Accuracy and reliability of information,Potential for manipulation or misuse by humans,Privacy and data security concerns,,,,,,,
d325977b-928e-4bc0-8bfa-9892bca44528,"Because in my experience with artificial intelligence, it often gives me reasonable answers and sometimes gets off topic.",Positive,Accuracy and reliability of information,Distrust due to negative or inconsistent experiences,Trust based on positive personal experiences,,,,,,,
72063841-3d57-4c03-8713-ea0611d1ebf4,"Because in the process of communicating with artificial intelligence, I am actually asking questions to artificial intelligence, and these questions are based on my position and experience.",Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
ed635d76-55b0-410d-b912-303007c0c31d,"Because intelligent robots do not need to consider their own interests, they can act according to your orders.",Neutral,AI as a tool dependent on user input and prompts,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
9b0d95de-dfe2-4219-87b0-9798fcdfbbef,Because it always assist me in the best way possible,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
8f0e517d-c2d1-4530-83c6-952e152fdf41,Because it come in handy and make think easy for me,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
1ea2b99d-e3b4-42fd-9549-69fb81cca2f1,Because it doesn't have consciousnesses or self awareness to think of what's best for me or not.,Negative,AI's inability to act truly in a user's best interest,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,
0ff7c8fc-6332-4038-976b-4dbf5376239c,Because it gives a lot of informations based on what is asked,Positive,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,,,,,,,,
c00b7b6c-1d30-48ba-b95c-50b61689526a,Because it gives me advice and tips that are really helpful. I judge like this because I only use it for my English study and brainstorming for my work.,Neutral,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
5e223762-dfc0-4894-93b7-a2f50ce6d66e,Because it gives response based on my inputs and available information on different platforms rather than its own opinion ,Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,,,,,,,,
756b9549-facf-46d5-a17f-30f1803499b6,Because it guided me when I seek help.,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
b80241fe-7174-4171-862f-9db7cb94c5cc,Because it has always helped me when needed. And always provides correct information and is always so supportive,Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,
a511cff7-0107-41ef-a275-19de509adca5,Because it has enhanced my productivity and the speed of completing tasks.,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,
a36afb67-d675-40be-9885-463ae274cdb2,Because it has no reason to knowigly harm me. It will help me in the most possible way. ,Neutral,AI's inability to act truly in a user's best interest,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
754c549f-47dc-4b40-95d4-e0b3121d2314,Because it helps me a lot in my way of thinking,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
d380e300-1b63-4dfa-9b74-67bb434c173e,"Because it is AI, it has no actual interest relationship with me. It will give me a more accurate answer!",Neutral,Accuracy and reliability of information,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,
1519535d-9a93-4c4a-97a4-224f7c3062f2,Because it is a Neutral being. It does not want to harm me unless it is programmed to give me harmful suggestions and advise. In my experience I have tried taking help from it and it has always tried possible best and Sane advises. ,Neutral,AI's usefulness and efficiency in daily tasks,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,Trust based on positive personal experiences,,,,,,
5dd648bb-af93-439f-8b9a-1e2a0289b8d8,Because it is a chatbot and has no concept of acting in my interest ,Negative,AI's inability to act truly in a user's best interest,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,
3d828743-c7b0-42f2-ac22-fa464aea703b,Because it is able to reason with me and give me the kind of response that I need.,Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,,,,,,,,
de70196a-b72c-4e57-837c-490988be2609,Because it is going to follow what I told and doesn't judge or gives its own opinion ,Neutral,AI as a tool dependent on user input and prompts,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,
bdc9a48d-1dfe-4bea-a777-067a020cde16,"Because it is learning my habits and can even remember some questions and answers that I asked accidentally a long time ago, according to the algorithm, it should be the best choice to serve me.",Positive,Continuous improvement and learning of AI,,,,,,,,,
a51324c4-b9e3-4c93-85b5-c453f1757fc3,"Because it is more objective, analyzes the problem comprehensively, and it only provides solutions, the final decision is up to me.",Neutral,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
8e61c6ef-36bd-4452-9589-0de030a544e8,"Because it is not fully transparent on how is internally working, or at least not for every and each time we use it. Transparency on how it works should be a key factor whether we could trust an AI. ",Neutral,Transparency and explainability of AI systems,,,,,,,,,
e1aa32f8-93dc-4a00-bf59-bd097aafcf36,Because it is programmed to do so.,Neutral,Dependence on training data and algorithms,,,,,,,,,
a55456f1-4822-4e53-9df0-984ea93b9745,"Because it is unbiased in terms of their needs and unlike a person, won't ignore or pass it off to someone else who doesn't want to take the action needed.",Positive,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
93ddbfb3-615b-4932-a1d3-4b039050405e,"Because it is unlikely to be influenced by interests and target an ordinary person like me, it adopts relatively objective standards rather than subjective feelings.",Negative,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
49948d15-a3e2-4f70-9aad-15ff93baa817,Because it is very easy to use and it always finds solutions to problems ,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
4beb64ea-79b1-4f7c-9b69-cbe557efe4e9,Because it just follows instructions and then verify and mostly it's true,Neutral,Accuracy and reliability of information,Continuous improvement and learning of AI,,,,,,,,
e3c4a8a9-cbca-4f91-b0ec-56c48fbf76c0,"Because it makes mistakes and sometimes seems wants to please the user, however it is possible to try new things and ideas",Neutral,"Lack of emotions, intentions, or ulterior motives in AI","Potential for errors, misinformation, or hallucinations",,,,,,,,
31fd4444-f9cf-4e44-af71-2d0a63a01d40,Because it may have mistakes,Negative,"Potential for errors, misinformation, or hallucinations",,,,,,,,,
58798064-fb20-4196-9091-dfb8e6c5a9f6,"Because it may help me, but it is made by people, who will follow according to their interests",Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
e828e245-9e52-41c2-b0b0-5ce0e6b8932b,Because it relies on random information from the Internet.,Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
f861d2e4-4255-4a82-ad58-086b8ae2ec1b,"Because it seems that ChatGPT always answers my questions faithfully and directly, and does not add any content on its own initiative, so basically the answers I get from GPT are what I want.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,,,,,,,,
a4564320-f39d-45ba-8e0a-b86492378720,Because it stores information and is harmful to the environment.,Negative,Potential for manipulation or misuse by humans,Privacy and data security concerns,,,,,,,,
7f72dbfc-86f0-4a4b-b9e5-b1a42539df8e,Because it understands me or try to understand and predicting what I'm supposed to do it helps me to reach my goal faster,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
32165867-1766-408b-9c89-70de4db427e5,Because it was safe and secure to search and get the best result of it,Positive,Accuracy and reliability of information,Privacy and data security concerns,,,,,,,,
ffde431f-95b1-472d-8420-4d299831ad6e,Because it will be impartial and fair,Neutral,Objectivity and neutrality of AI,,,,,,,,,
9410acfd-b3a6-4ee3-b697-a8c2cb7d9688,"Because it works according to algorithm and sometimes it cant answer my personal inquiries ,although most of time it does",Neutral,AI as a tool dependent on user input and prompts,AI's inability to fully understand personal context or emotions,AI's limitations in handling complex or sensitive topics,,,,,,,
bbf71e7e-1f01-463f-8864-04a1dfae32ce,Because it works well but has errors,Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
e657d25f-7097-467f-a1d3-7788386a4028,"Because it wouldn't necessarily have ulterior motives like a human could. They just give me the information, support or validation I need",Neutral,AI's role in providing unbiased or fact-based answers,Comparison of AI trustworthiness to humans or other institutions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,
110f192e-d399-432b-b512-47b490bfd30a,Because it's a human made thing and humans have to adhere to government norms and regulations regarding personal information and data protection acts which prevents data sharing without consent of humans and AI can behave according to what we need that's why I gave that score. ,Neutral,AI's inability to act truly in a user's best interest,Privacy and data security concerns,,,,,,,,
6c4bfa6d-24c4-4a8a-aa56-9de718ebf53a,"Because it's designed to be useful, if it stops being useful, I'll stop using it.",Negative,AI's usefulness and efficiency in daily tasks,,,,,,,,,
ddd5e76f-2399-4eaa-8e1d-8faf843ffbdb,"Because it's not alive, it's just a language model.",Negative,AI's lack of self-awareness or consciousness,,,,,,,,,
802fe291-2e94-449b-85c2-8ffda372a11a,"Because it's very easy to detect when AI doesn't give accurate answers. so we know when they talk the truth or not. While human, it tends to be tricky",Neutral,Accuracy and reliability of information,Comparison of AI trustworthiness to humans or other institutions,Need for human supervision and verification,,,,,,,
0040930d-c603-4688-a031-957b13650e27,Because its answers are not influenced by emoptions or other benefits belonging to the answers,Neutral,AI's role in providing unbiased or fact-based answers,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,
2ec2a83c-2ac0-45b2-bcb6-3e1b3abbb92a,Because its answers depend on which materials it was trained,Neutral,Dependence on training data and algorithms,,,,,,,,,
dac10095-7089-482e-9bb1-23bb7c560722,Because its equipped with vast internet knowledge and its regulated to avoid exploitation.,Positive,Accuracy and reliability of information,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
010a8cd2-9c1b-48e2-a4ab-0e6db34d6434,Because its fair compared to deepseek chatbot. Easy to use and I tried some hard- hitting question but most of the times it has sail through and it gave me response based on the tone of the thoughts meaning it gives you the ans which are according to not only persons interest but at the same time acceptable and reliable ,Positive,Accuracy and reliability of information,Comparison of AI trustworthiness to humans or other institutions,Trust based on positive personal experiences,,,,,,,
fba4ab97-eb1f-4e67-9973-627023915732,Because maybe it was told to tell me other things that benefit the company and not the user,Negative,"Bias in AI responses (from data, training, or developers)","Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,,,,,,,
53feaa19-e0d8-4a1f-90e9-16124d13484e,Because most of the info i see are true and verified from trusted sources,Positive,Accuracy and reliability of information,,,,,,,,,
fdf452c3-f63b-4466-8ae6-e415bb035a0b,"Because my robot is built with my input, I can issue instructions to make it act according to my ideas and interests. At least for now, I think it is controllable.",Neutral,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,,,,,,,,
bbde0a05-a7c3-47c5-8af6-bd5d1de03b74,"Because now I think about it, AI chatbots are kind of harmless to our jobs because all they do is provide information to us. I think AI chatbots do not really cause any harm or risks to us, as all the companies building AI have to be billionares, making me think Im secured",Neutral,"Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,,,,,,,,
8e893be7-86ea-4e13-97cc-4844ad232579,"Because of recent experience, I think he has learned to respond like me.",Neutral,Continuous improvement and learning of AI,Trust based on positive personal experiences,,,,,,,,
2d4bec38-accb-4733-93dd-44a37b7bd102,Because osf that This is spekulative,Neutral,Uncertainty or ambivalence about trusting AI,,,,,,,,,
473d4011-f9e0-40d9-a379-c5d03ed2763c,Because sometimes I doubt how my personal data is handled.,Negative,Privacy and data security concerns,,,,,,,,,
bc6b1714-4f48-4011-ad5b-e43990eb9679,Because sometimes it gives responses that would not be real on the ground since it is automated,Neutral,Concerns about AI being too mechanical or lacking nuance,,,,,,,,,
5cda88c6-cd2c-4ad1-861d-61fa045849c5,Because sometimes it mess up everything that can be wrong in that perspective.,Negative,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,,
7ccbf9e0-0838-4483-a83e-245251519164,"Because sometimes the answers it gives are wrong, but sometimes they do make sense
",Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
e04cac63-b924-4a43-a893-29f3dbde761d,Because the AI chatbot has contributed a lot to helping people both in the commercial and personal areas,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
2c38a515-eb44-441a-acb1-40e030da88ab,Because the AI chatbot is governed by repetitive and deaf answer models and cannot think or answer outside of these models.,Negative,Concerns about AI being too mechanical or lacking nuance,,,,,,,,,
57409153-4b22-44b7-93a2-b47d3ccacd9f,"Because the AI chatbot is just a database, it is not something that has a conscience or a will of its own. The AI chatbot cannot have bad intentions.",Negative,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
9aeb3584-8558-4d9e-9f76-53243f1e3e80,Because the AI chatbot will be giving me the information which I want from it. It will not intentionally give wrong kr misleading information to me. In that regard I don't think AI chat bot will work against me.,Neutral,Accuracy and reliability of information,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
997bd169-00d7-4d42-824e-6561331d024b,Because the AI will give enough confidence with what I will give it as information,Positive,Accuracy and reliability of information,,,,,,,,,
d2d9d1ae-78e3-4b6c-89f9-2b3ffad4ffc1,Because the answers given by artificial intelligence are for reference only. Thinking mainly comes from the human brain.,Neutral,Responsibility of users to verify and use AI outputs wisely,,,,,,,,,
9710552b-bd77-4300-909a-0bb6ec93b86c,Because the chat doesn't act for or against my interests. It simply responds logically with the best choice it can make.,Neutral,AI's impartiality versus human subjectivity,AI's inability to act truly in a user's best interest,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,
c04432ab-7eae-48f2-bf12-e67696e35946,Because the chatbot are designed to be honest,Neutral,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
99e7e0a6-b96a-4eb5-8725-c434eb16d5f5,Because the chatbot only acts based on what is asked of it and will respond according to the clarity of the form of what is asked.,Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
d835492a-c2f7-44aa-b706-e60a1dc2260f,"Because the current AI robot always gives me positive feedback during my use. However, sometimes it will answer questions irrelevantly or incorrectly, and I have to correct it manually.",Neutral,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",Trust based on positive personal experiences,,,,,,,
7164afed-663c-4f75-b28c-b0779475f46d,"Because the object of its service is me, it has no interest of its own, unless the artificial intelligence company writes the company's needs into the code",Negative,"Influence of companies, profit motives, and corporate interests","Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
0f273a7a-74b6-4c0d-b550-26efd911af1e,"Because the people who develop AI chatbots hope that AI can help me, and I can use other methods to assist in judging the correctness of AI's suggestions. AI chatbots are usually not interfered by other factors and can answer relatively objectively.",Neutral,AI as a tool dependent on user input and prompts,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,Privacy and data security concerns,,,,,,
1996a6ac-7125-4f27-8175-35ef517aabed,"Because the questions asked have been answered objectively, without bias, without political or biased comments, and much of the information is provided to me by the source and I have been able to verify its veracity, that is why I trust that it is proceeding correctly, because in my intention to know it I have approached it skeptically and I have been able to verify that its answers are correct, once they are given the appropriate instruction.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Need for human supervision and verification,Objectivity and neutrality of AI,Responsibility of users to verify and use AI outputs wisely,,,,,
7d0b0f64-ea76-4017-8411-d3f0dcc3396f,"Because the responses the chats give depend heavily on the prompts they're fed. A rational person will always try to align their prompts in such a way that the answers are beneficial without falling into fanaticism or making the AIs agree with everything even if it's wrong.

In my case, I always try to create prompts ensuring that the AIs give rational answers, based on science or studies, not simply validating everything I say.",Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,AI's role in providing unbiased or fact-based answers,,,,,,,
1aa759da-834b-4ec3-a4f6-402d7f58e289,"Because the robot is considered neutral and does not bias anyone, but it is trying to help me",Neutral,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
d0c7e600-a993-4af9-a505-262908fc0fb9,"Because there are times when it gives incorrect answers, although they are the least.",Negative,"Potential for errors, misinformation, or hallucinations",,,,,,,,,
9cc77f8a-6100-4d31-81fa-94ee3634dbd7,"Because there is no emotion or greed inside AI, it will always work in our interest because it is trained to do so.",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
c0a2e73b-276d-491d-9596-7ed1025a4dbb,"Because there is no malice inside an AI chatbot, it will always do what is best for me
",Positive,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
1c2a0597-c5ee-42f6-a811-2c614f3dedd7,Because there is nothing like trust when it comes to AI. It’s just a machine,Neutral,AI's lack of self-awareness or consciousness,,,,,,,,,
97dd5dcc-6098-400d-935e-0f62358a0610,"Because there were cases when, in answers to questions to which I knew the answer, the chats gave unqualified information based on unauthoritative sources.",Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
0a2b357b-f204-4746-9140-b509ef7fe741,Because these can help development in various sectors,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
9a312cba-e400-436f-bf20-5c116a904b7a,Because they are a  machine and they are not that accurate or have the ability to think as a human,Negative,Accuracy and reliability of information,AI's lack of self-awareness or consciousness,Concerns about AI being too mechanical or lacking nuance,,,,,,,
f5fb44e7-5279-4f49-8f48-5bb4c9e8c818,Because they are all commercial institutions and they aim for profit.,Negative,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
08a81ec1-f022-4bd3-9cc0-6be08fc147df,Because they are developed to assist humans to resolve issues more effectively and accurately ,Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,,,,,,,,
8bc3c999-a4be-44aa-a6cb-ada24662227d,"Because they are impartial and are in the best interests of the consultant, so I believe in AI.",Positive,AI's impartiality versus human subjectivity,AI's inability to act truly in a user's best interest,Objectivity and neutrality of AI,,,,,,,
701f58d7-688a-4989-a6e1-a6832f950931,"Because they are just machines that connect words based on huge amounts of learning data scraped from the internet. They do not act on logic or feelings, but just probabilities for certain strings of words to be put together, using a mathematical model that has certain limits. In very specific situations they can be useful, but in most cases, they are frustrating to work with and spread a lot of false and biased information.",Neutral,AI as a tool dependent on user input and prompts,AI's limitations in handling complex or sensitive topics,"Bias in AI responses (from data, training, or developers)",Concerns about AI being too mechanical or lacking nuance,Dependence on training data and algorithms,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,
34ce9189-5e1f-4b38-95ab-1cb46e9d2c56,Because they generally give objective answers depending on what you ask or ask them.,Neutral,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
b739edd5-5a67-4895-9a2f-d2797b4e8003,"Because they have no ability to think, and will tell you what you want to know based on your conversation with them",Negative,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,,,,,,,,
cf468490-4ded-43c5-b56c-395dc9218e53,Because they make decisions based on how they're programed ,Neutral,Dependence on training data and algorithms,,,,,,,,,
c0ab8e3e-089d-40fb-9fb6-03d1620caf4b,"Because they work under the influence of big tech companies, which are run by profits ",Neutral,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
0451e713-68f3-4e8c-895c-00816a6f52f4,"Because they're not perfect when it comes assessing what I'm looking for or providing the most accurate information
",Negative,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
0606742a-9efa-45e6-a32e-9c660f377d3c,Because they're only as trustworthy as they're coded,Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
44e1f35f-70a5-4f8c-9922-0a5a00050e12,Because this is how AI works. I give instructions and AI responds based on the instructions.,Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
fbc3f0db-eb53-4bfc-89aa-54bd935f1a9e,Because ultimately it is controlled by  corporate and they can choose whatever information is given to me.,Neutral,Dependence on training data and algorithms,"Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,,,,,,,
d70280d0-b8ee-4670-95a7-641178c080a6,Because we have certain risk factors so can't trust so strongly but have some benefits to use the same,Neutral,AI's usefulness and efficiency in daily tasks,"Potential for errors, misinformation, or hallucinations",Uncertainty or ambivalence about trusting AI,,,,,,,
a3deb3a9-0544-4c50-869a-f723e9c2743c,"Because when he answers me, what he tells me works, he fixes my codes, and he uses scientific support in what he tells me when I ask him. I've also realized that he's wrong.",Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",Trust based on positive personal experiences,,,,,,,
4abe4477-5263-4d87-8a33-f0ab23bdede2,"Because while AI chatbots are designed to be helpful and harmless, they can still make errors, exhibit biases, and lack a true human understanding of complex interests.",Negative,AI's inability to fully understand personal context or emotions,"Bias in AI responses (from data, training, or developers)","Potential for errors, misinformation, or hallucinations",,,,,,,
526beda1-99c5-4d9e-8853-ec646fd26704,Because you can express your opinion or anything you want to it,Positive,AI as a tool dependent on user input and prompts,,,,,,,,,
daae8a53-8e1c-4708-9a40-18f23ae2ddc2,Because you can use it to control your needs,Positive,AI's role in supporting productivity and learning,,,,,,,,,
5a879646-8c75-4a55-b36f-248feb873dda,"Because you only need to give instructions to the chatbot, and as long as it can understand the instructions, it will answer you without reservation, and it will not lie.",Positive,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
1715629e-b431-4003-a55d-e3e6ffd40ff4,"Because, chatgpt only give answers of my question. If I ask it for emotions it will not respond surely !",Negative,AI's inability to fully understand personal context or emotions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
e5db2d87-ff1c-4ec0-bd95-a2bd96cae251,"Because, generally, the responses it gaves are neutral. It doesn't have an intent to give wrong or right answers, it just works in that way. The rightness of the chatbot resides in the people programming it, not in the system itself.",Neutral,AI's lack of self-awareness or consciousness,Dependence on training data and algorithms,Objectivity and neutrality of AI,,,,,,,
ef76e97d-f3d3-462f-90e8-593976a188a3,"Because, it has a valid source of information ",Positive,Accuracy and reliability of information,,,,,,,,,
f8d8ba0c-c9ec-4a6e-b55f-7e388431378e,"Because, it is trained on realworld information and is generally accurate and unbiased.",Positive,Accuracy and reliability of information,"Bias in AI responses (from data, training, or developers)",,,,,,,,
1226f494-e67e-4a87-aaf9-200782d4509b,"Because, sometimes it's spot on but sometimes completely or partially wrong.",Neutral,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,,
90e02270-2bd4-4578-bf29-d17d21dc71de,"Because, while AI often provides useful answers, it can sometimes be wrong or lack nuance.",Neutral,Accuracy and reliability of information,Concerns about AI being too mechanical or lacking nuance,"Potential for errors, misinformation, or hallucinations",,,,,,,
421ee350-be17-478e-9bc6-52ce56b980e9,Behind the chatbot there is interest and responsibility of who configures it,Neutral,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
a90d1ae7-feed-468e-908a-9d9a675b8ccb,"Both the responses and the use of AI are likely to act in the best interests of the companies that have adapted it to their jobs/responsibilities and the companies that created them in pursuit of greater economic gain, regardless of the risks of job loss, global impoverishment, inequality, and the environment.",Neutral,Concerns about AI replacing human jobs or skills,"Influence of companies, profit motives, and corporate interests",,,,,,,,
fd4e014b-4af9-4d44-9e33-73d2c663b1c3,Cause AI is always useful,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
cdf7b455-7f17-463f-9203-d5d9ff68d07c,ChartGPT sometimes makes mistakes it an not be trusted 100%,Negative,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,,
30735602-a8ae-4d5a-b834-866e28daca88,"Chat GPT still sometimes give us wrong information, and also need washing from human beings to finalize any decision",Negative,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,,
de5f120b-04e4-4bdd-8624-3a834a04a282,Chat bots has no human feeling and therefore can't understand or know what I feel as human,Negative,AI's inability to fully understand personal context or emotions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
f632c78f-a111-4b18-a2d8-69fdab21cab7,"ChatGPT has been giving me great answers, although many times it gets things wrong i find it very useful and helpful especially when it comes to advices ",Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,
d46f9fe1-e183-42a3-9084-afd95cd94fa7,"ChatGPT has been trained by professionals to act in my best interest. Although ChatGPT will not be percent correct, I trust the 90 percent I get",Positive,Accuracy and reliability of information,Continuous improvement and learning of AI,Trust based on positive personal experiences,,,,,,,
9bde5b04-f92a-4483-a693-e9d056c781b3,"ChatGPT often makes mistakes

",Negative,"Potential for errors, misinformation, or hallucinations",,,,,,,,,
4e562ad0-7251-49e9-8b6d-7fd20327eb5d,Chatbot can make fake story like real story ,Neutral,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",,,,,,,,
845c3c04-2414-40bb-833e-04df9063f047,"Chatbot has helped me a lot so far, so I trust it.",Positive,Trust based on positive personal experiences,,,,,,,,,
e91271b6-bcd0-4f0a-b096-88576a78560d,Chatbot has helped me in many things like preparing for an interview it shows everything that needs to be done,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
46180287-0f6c-4928-86fa-99f5d3d7eec8,Chatbots are generally trained by a preset set of instructions.They do not act on their own will but as told by the Humans who train it,Neutral,AI as a tool dependent on user input and prompts,Dependence on training data and algorithms,,,,,,,,
8b1a0e92-5de0-49cf-ab05-dff56df8a69e,Chatbots are trained on dataset which can be biased,Neutral,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,,,,,,,,
c9d1d545-5f33-4249-a5a4-86c521c34c63,"Chatbots are trained to follow orders, and only do what they are told to do. So if they are told to do something in my best interest, they will do it.",Neutral,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,,,,,,,,
bdd60594-298c-4c5b-a0cd-fdb0646cb212,"Chatbots arent corrupt, humans are

",Neutral,Comparison of AI trustworthiness to humans or other institutions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
