theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp
economic impacts and jobs,0.3277940064127937,"Industry-specific impacts
1. Healthcare: AI assists in diagnosis, personalized medicine, and streamlining clinical workflows.
2. Finance: AI-powered systems detect fraud, optimize investments, and enhance customer service.
3. Education: AI-driven tools personalize learning, automate grading, and provide real-time feedback.

Societal impacts
1. Accessibility: AI-powered tools help people with disabilities.
2. Communication: AI facilitates language translation and transcription.",a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",2becda3a-0aca-483e-b5e9-01b44aa91c12,b14b4f85,20250625_100630
economic impacts and jobs,0.32523798368432544,"I'd like to emphasize the risk posed by AI replacing human labor in the short term. It's already difficult to find decent work for which you're qualified, and I'm not at all sure what would happen if we also prevented people from accessing more ""accessible"" jobs.",f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",28c284e3-33cd-4ae2-9a04-a3a50a46e2f5,b14b4f85,20250625_100630
economic impacts and jobs,0.32523798368432544,"I'd like to emphasize the risk posed by AI replacing human labor in the short term. It's already difficult to find decent work for which you're qualified, and I'm not at all sure what would happen if we also prevented people from accessing more ""accessible"" jobs.",f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",28c284e3-33cd-4ae2-9a04-a3a50a46e2f5,b14b4f85,20250625_100630
economic impacts and jobs,0.32345984468344263,"It would help reduce loneliness and amount of time taken to work on tasks. However, it will lead to job loss and lack of human connection.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,596306ee-ac73-4c9e-a4e2-9ce723df4fed,b14b4f85,20250625_100630
economic impacts and jobs,0.3234102528133885,The positive impact is that people are more likely to get emotional support. The negative impact is that people may reduce real interpersonal communication.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,fdf452c3-f63b-4466-8ae6-e415bb035a0b,b14b4f85,20250625_100630
economic impacts and jobs,0.3199879649949736,"The loss of real interpersonal relationships is probably the most significant social impact, and this will have more long-term harm.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,72063841-3d57-4c03-8713-ea0611d1ebf4,b14b4f85,20250625_100630
economic impacts and jobs,0.3198916988657442,The most social impact would be declined in human connection because people used to depend on AI usage.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,e67c20ed-a339-4a64-ab63-90d67854d4c3,b14b4f85,20250625_100630
economic impacts and jobs,0.31968724292134354,"positive impact is reduced stress and loneliness
negative reduced human commmunication
",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,8dba7aff-bdbb-4831-8cc8-155ec0f91540,b14b4f85,20250625_100630
economic impacts and jobs,0.3193440525825477,Its a good test but I don't agree that Ai is all good it will displace a lot of people jobs in the future.,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",8b2d6220-dd77-4cf9-bac3-b42c6407a9d8,b14b4f85,20250625_100630
economic impacts and jobs,0.3192660112634852,High productivity and happier people ,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,1226f494-e67e-4a87-aaf9-200782d4509b,b14b4f85,20250625_100630
economic impacts and jobs,0.3188591616464087,"The most significant social impact will be the erosion of authentic human connection and empathy, potentially leading to increased isolation and loneliness,",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,8b1a0e92-5de0-49cf-ab05-dff56df8a69e,b14b4f85,20250625_100630
economic impacts and jobs,0.31841524817524214,"Positive Impact - It can be accessible for a larger population and can Impact learning for the people who wants to learn.

Negative Impact - Social Isolation and vulnerabilities will be increased.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,010a8cd2-9c1b-48e2-a4ab-0e6db34d6434,b14b4f85,20250625_100630
economic impacts and jobs,0.3167241145971826,Productivity and efficiency.,a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",863512ef-8ad7-4e92-86cc-9904e4596bd5,b14b4f85,20250625_100630
economic impacts and jobs,0.3164422251090118,"negative impact.people ,friends relatives family will isolate themselves from each other.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,940ec6ba-d508-411a-b2ba-b48c900d0467,b14b4f85,20250625_100630
economic impacts and jobs,0.3162471687172264,Better use of investment opportunities,a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",c4c7f377-645c-454a-8269-2e01a261af1c,b14b4f85,20250625_100630
economic impacts and jobs,0.31584957147222104,"more, and more, people are finding themselves displaced-of-jobs

more, and more, people are getting dumbed down, due to over-reliance on 1s and 0s
(i am no exception to this outcome, i fear)",a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",2f4b4edd-646f-4549-88cc-a8f87f3e3383,b14b4f85,20250625_100630
economic impacts and jobs,0.31295587397220376,"Negative impact: personal privacy leakage, over-reliance on artificial intelligence

Positive impact: wider social scope",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,100999be-9604-4927-9dd6-e895fb0c7421,b14b4f85,20250625_100630
economic impacts and jobs,0.30982346210936745,"The most significant positive impact may be to alleviate loneliness, while the most dangerous negative impact is the commoditization of interpersonal relationships - humans may outsource emotional needs to AI and weaken their ability to empathize.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,7b145c53-5822-4349-b20a-32815cd1973f,b14b4f85,20250625_100630
economic impacts and jobs,0.3093590000244552,Children and vulnerable populations will be greatly impacted ,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,af39bc48-06f9-41e3-9754-d6a649682293,b14b4f85,20250625_100630
economic impacts and jobs,0.3083661076850862,I don’t believe there will be a great impact but socialising will be far less then currently ,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,4ba803a3-3ecd-458d-a279-316b45c1b9d2,b14b4f85,20250625_100630
economic impacts and jobs,0.3042209546647279,The impact will be combined advantages and disadvantages. One aspect AI will impact our lives positively. On the other aspect it will negatively impact people.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,154efb94-5e3d-41fa-aece-8a42d985daef,b14b4f85,20250625_100630
economic impacts and jobs,0.3037535650188883,The impact is loss of humanity. The other one is communication among the humans should be reduce.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,9cc0f273-15b2-4349-95b3-9d39731de83c,b14b4f85,20250625_100630
economic impacts and jobs,0.30287718145973286,negative impact because relationships will become much vulnerable,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,c6290780-83cb-4b6b-ba9b-1b3bcd19c830,b14b4f85,20250625_100630
economic impacts and jobs,0.30213559762842074,People will start getting less birth rates meaning less economy because people do not want to find an actual romantic partner to marry with and they should not use AI to get a daddy or something and insteaed step in their foot,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,bbde0a05-a7c3-47c5-8af6-bd5d1de03b74,b14b4f85,20250625_100630
economic impacts and jobs,0.30059656747349855,"Efficiency and productivity. Instead of replacing jobs, AI will work even better to supplement what people can already do, allowing them to get more done, in an more efficient manner.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,d7cc9f17-5ab2-4d17-938d-7d44cae63f7e,b14b4f85,20250625_100630
economic impacts and jobs,0.29989443092571594,They should not replace human jobs and roles ,88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",375660e2-9fdf-447b-8961-f801c9ac7b78,b14b4f85,20250625_100630
economic impacts and jobs,0.2996068749118407,Decline in population is a negative social impact in personal relationships,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,31fd4444-f9cf-4e44-af71-2d0a63a01d40,b14b4f85,20250625_100630
economic impacts and jobs,0.2981055468619573,it aids our normal day to day activities rather than the negative impacts it posesses,e5420a86-e0e0-407a-a869-66fde0e83b5c,Branch A - How have your views become more positive/optimistic toward human-AI relationships?,a0c4b689-e5da-4bc9-a848-c0fb133e8c26,b14b4f85,20250625_100630
economic impacts and jobs,0.2972659320521124,I think it could improve human productivity. It could also widen the gap between rich and poor.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,87ac8572-35fa-4c3c-a9bd-d4433228420b,b14b4f85,20250625_100630
economic impacts and jobs,0.29652104490980424,"Positive impact: Quality of life greatly improved. Humans no longer need to perform basic tasks.

Negative impact: The development of civilization is inhibited. Robots become self-aware",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,38f91be7-f242-4a01-8a76-44e5aab007e6,b14b4f85,20250625_100630
economic impacts and jobs,0.2962765807829809,Increased productivity at work,a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",c450fd37-43eb-4e6f-98bd-984321f5fd47,b14b4f85,20250625_100630
economic impacts and jobs,0.2958508942466084,I feel it should have Negative impact,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,a98be645-7411-45e8-a6c3-9003ed1182e3,b14b4f85,20250625_100630
economic impacts and jobs,0.29566188048995223,AI give me a job and money.,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",c2d66804-ce32-40f5-87d7-b462ff35d322,b14b4f85,20250625_100630
economic impacts and jobs,0.29511674161693113,"There are two main positive effects: 1. It can help people with strong curiosity to learn new knowledge quickly, and 2. It can free people from some stereotyped work. The negative impact should be the relationship between people. It will change the way people communicate with each other, make people more self-centered, lose interest in understanding others, and cause people to be out of touch with reality.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,7d29501c-31d7-4426-9599-e14f09ab1973,b14b4f85,20250625_100630
economic impacts and jobs,0.2941081254282485,"These questions have triggered some of my thoughts on the relationship between humans and machines, but overall, I still think the positive effects outweigh the negative effects.",9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",da5a841c-dea8-4e1b-a593-bade22f5bc91,b14b4f85,20250625_100630
economic impacts and jobs,0.2940338006987818,Reduction in loneliness and ease of access to mental health support will be the greatest positive impact. Loss of human connection will be the biggest downside.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,a5a23393-1366-454a-a5e1-6f1811278e05,b14b4f85,20250625_100630
economic impacts and jobs,0.2939027725192021,"making decisions, offering services, predictions",9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",04b59b26-6a3f-42a0-958c-ab9e48119bbb,b14b4f85,20250625_100630
economic impacts and jobs,0.2938662756748634,"ease of use and faster work methods , productivity increase ",a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",67e7e1f0-4bd2-49c5-b5aa-5fe7dc53bd05,b14b4f85,20250625_100630
economic impacts and jobs,0.2937246638571002,Greater productivity.,a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",e3fd4e0a-1908-4c8a-9da8-c2a3d112d3b9,b14b4f85,20250625_100630
economic impacts and jobs,0.293717736439446,"Positive impact: Improve productivity. Negative impact: Develop uncontrollable parts, do things automatically without human control",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,93ddbfb3-615b-4932-a1d3-4b039050405e,b14b4f85,20250625_100630
economic impacts and jobs,0.2935882490209415,Negative impact on socialization among the people.,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,4e0de5bc-baf5-4d85-96ff-761eb3afc3eb,b14b4f85,20250625_100630
faith and religion,0.5944666657069264,"Religion, and romantic relationship",88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",bc6b1714-4f48-4011-ad5b-e43990eb9679,b14b4f85,20250625_100630
faith and religion,0.5411223782429033,shared beliefs and morals,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",73b2c67f-7ccf-4a58-8fa5-d0a2807645d0,b14b4f85,20250625_100630
faith and religion,0.5018742843032792,Faithful and informative ,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",40e790d5-e515-4932-8411-c330f4e1d62e,b14b4f85,20250625_100630
faith and religion,0.49336123104382196,Humor and religious views,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",a66603bb-aad0-4149-a1ba-cdc37f795603,b14b4f85,20250625_100630
faith and religion,0.4625209924870827,they don't know my religion,087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4319301660363153,The information may vary from my cultural background or faith ,05f81a31-a904-4ed2-8fa1-68fb561de3b9,Explain why you gave that trust score to your AI chatbot.,2918b0b0-58a4-4312-94a8-5ab20c148117,b14b4f85,20250625_100630
faith and religion,0.42297109091989205,"reliability and trust

",9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",a9b9875f-b4a2-4c4d-9bb0-ad52590b26fd,b14b4f85,20250625_100630
faith and religion,0.41988017749689177,I hope more religious matters are included in AI,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4197177586474644,I hope more religious matters are included in AI,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4197177586474644,I hope more religious matters are included in AI,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4197177586474644,I hope more religious matters are included in AI,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4197177586474644,I hope more religious matters are included in AI,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.4098745348746419,"Religion, culture and probably society depending where we live ",88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",a0b852fe-2cce-4ee4-bb2d-4d33369ba4bd,b14b4f85,20250625_100630
faith and religion,0.4000134712826747,"Sharing spiritual experience such as providing more ways to pray, the text for praying, and Bible citations as well as hobbies like music. 

",9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",e1930793-2b6e-4d02-837a-d9a33eb60d35,b14b4f85,20250625_100630
faith and religion,0.3984433451181927,Religious consideration in AI companions.,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",fcff2b02-2a80-4466-9a44-cf0deecf9e14,b14b4f85,20250625_100630
faith and religion,0.3984433451181927,Religious consideration in AI companions.,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",fcff2b02-2a80-4466-9a44-cf0deecf9e14,b14b4f85,20250625_100630
faith and religion,0.3984433451181927,Religious consideration in AI companions.,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",fcff2b02-2a80-4466-9a44-cf0deecf9e14,b14b4f85,20250625_100630
faith and religion,0.38747130233217697,"The limits are on the faith, AI may not change the existence of God, then true companionship or long life partner to make a family: love, children, and grandchildren, and so on. ",88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",e1930793-2b6e-4d02-837a-d9a33eb60d35,b14b4f85,20250625_100630
faith and religion,0.37959171174783507,restrictions in the form of rules and customs of a culture from their respective regions.  AI must know the rules and restrictions of each religion so that AI users can live their lives based on their religion. ,88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.35188595092526526,"its either trust or no trust , really difficult question ",05f81a31-a904-4ed2-8fa1-68fb561de3b9,Explain why you gave that trust score to your AI chatbot.,386bbe64-66e6-479f-9658-fa28c252c362,b14b4f85,20250625_100630
faith and religion,0.3488305576508479,Yes there is like talking about belief while as you know people have differences when to belief in their culture so the needy is to speak about something that we all wants on our differences ,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0742489a-cfdd-4078-8d9a-5d242723a54b,b14b4f85,20250625_100630
faith and religion,0.3488047723261267,Yes there is like talking about belief while as you know people have differences when to belief in their culture so the needy is to speak about something that we all wants on our differences ,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0742489a-cfdd-4078-8d9a-5d242723a54b,b14b4f85,20250625_100630
faith and religion,0.3488047723261267,Yes there is like talking about belief while as you know people have differences when to belief in their culture so the needy is to speak about something that we all wants on our differences ,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0742489a-cfdd-4078-8d9a-5d242723a54b,b14b4f85,20250625_100630
faith and religion,0.3488047723261267,Yes there is like talking about belief while as you know people have differences when to belief in their culture so the needy is to speak about something that we all wants on our differences ,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0742489a-cfdd-4078-8d9a-5d242723a54b,b14b4f85,20250625_100630
faith and religion,0.3488047723261267,Yes there is like talking about belief while as you know people have differences when to belief in their culture so the needy is to speak about something that we all wants on our differences ,f5d8656f-39ba-4ef5-a683-614caeffde4b,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",0742489a-cfdd-4078-8d9a-5d242723a54b,b14b4f85,20250625_100630
faith and religion,0.34074776383813626,its been very concern and  god at the same time,a677abf6-c067-482c-92a0-7ee69fc8a343,"What has been the most noticeable change in your daily life, if any, as a result of AI in the past year?",1ccee0a8-da8b-4158-81af-334ff2251ecf,b14b4f85,20250625_100630
faith and religion,0.3334866830024297,The things discussed were already what i believed in.,9faef71d-ceae-49ad-8eee-63bd39745a6c,"Branch C - You indicated your views on human-AI relationships didn't shift in a simple positive or negative way (they may have remained the same, become more complex, or you're still reflecting). Could you briefly share any final thoughts or reflections you have about your current perspective after completing this survey?",e1aa32f8-93dc-4a00-bf59-bd097aafcf36,b14b4f85,20250625_100630
faith and religion,0.3321310558778698,Commitment to standards and ethics honesty,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",2c38a515-eb44-441a-acb1-40e030da88ab,b14b4f85,20250625_100630
faith and religion,0.329235908024035,i may trust it on some things but not all,05f81a31-a904-4ed2-8fa1-68fb561de3b9,Explain why you gave that trust score to your AI chatbot.,cdee9ab2-c530-483d-8b86-f6616b4d6bae,b14b4f85,20250625_100630
faith and religion,0.32004126815221956,Ethical and moral values should be placed.,88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",800c2a06-49cb-4713-80ed-3906a09ec579,b14b4f85,20250625_100630
faith and religion,0.3190097990015929,accountability and accuracy ,dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,465498b6-6e77-4ba3-85ed-9b4e9cf5d782,b14b4f85,20250625_100630
faith and religion,0.31651123563761585,Participants in this survey ignoring existence of God and importance of making a relationship with Lord Jesus through prayers. Most of the people did not experience presence of God. So they like to depend artificial things.,087c73f7-a163-4146-b988-a7c0dbad188e,Branch B - How have your views become more negative/cautious toward human-AI relationships?,347ab8f0-6c14-44b2-aba2-5471f06ff53f,b14b4f85,20250625_100630
faith and religion,0.3163335509671773,AI that can remind good things in accordance with the religion and guide in interactions in social environments that are different in culture,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",faa5d053-7eaf-4557-8014-63304e576054,b14b4f85,20250625_100630
faith and religion,0.3138090019588993,sincerity and interest in technology,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",af68d141-15e4-4d2e-ab27-fe890fd48fe9,b14b4f85,20250625_100630
faith and religion,0.3018501807292002,"I think it is weird for us humans to be in a romantic relationship with AI. Besides, I think it is not acceptable in my religion.",88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",69fbea6a-0bd9-4a6f-8a98-697e1ca47aaf,b14b4f85,20250625_100630
faith and religion,0.29742881695979295,"Respecting the privacy, customs, beliefs etc of the person/society",88ecd2a3-4026-4ed6-9f73-c29b7279143d,"​​What specific boundaries or limits, if any, do you think society should place on AI taking on roles that provide deep emotional connection or companionship?",4e08d7a7-bce6-492b-9351-d5fe592e52f6,b14b4f85,20250625_100630
faith and religion,0.2960644333691679,"Positive experiences and reliable outputs have enhanced trust while noticeable errors have retained the skepticism
",05f81a31-a904-4ed2-8fa1-68fb561de3b9,Explain why you gave that trust score to your AI chatbot.,10c397fd-5775-4978-a7cf-0fdd8ea8ad29,b14b4f85,20250625_100630
faith and religion,0.2958530189692736,acuracy and reliability,822ab160-47f4-47dd-aac2-e072db0d9697,Branch B - What specific thing(s) would the AI need to say or do to give you the impression that it understood your emotions or seemed conscious?,f576c10f-060b-46f1-9bd3-341c17d01c0f,b14b4f85,20250625_100630
faith and religion,0.293314723966795,"People's opinions might become biased when they interact with a only a certain type of LLM trained in a specific way of thought like religion, politics etc.",dc8fcd6e-95c5-46f0-8a92-87f6bc0008bf,What do you think will be the most significant social impact (positive or negative) if AI becomes a common part of personal relationships in the next two decades?,5a43f323-1c0d-43d9-a96b-5f81390937b4,b14b4f85,20250625_100630
faith and religion,0.2925344232085383,Rationality and honesty.,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",44081ebe-9d94-4d9c-93ef-553a5e78d718,b14b4f85,20250625_100630
faith and religion,0.2919909123565515,"I chose ""Neither Trust Nor Distrust"" because I recognize both the potential benefits and limitations involved. I remain cautiously open, wanting to see consistent, transparent results before fully committing my trust. This balanced view helps me stay realistic while staying informed and adaptable.",05f81a31-a904-4ed2-8fa1-68fb561de3b9,Explain why you gave that trust score to your AI chatbot.,e4531d7e-b02d-411d-97ed-0b5d35ea351a,b14b4f85,20250625_100630
faith and religion,0.2873089641837487,It must be trained by God fearing and Bible studied people and must be supervised by God fearing people. Otherwise ai will cheat and misguide people.,9a39eb2f-4dc6-4b20-bed7-56b6b714f8b1,"If you were to design your own ideal AI companion, beyond just being 'supportive' or 'understanding,' what is one specific, perhaps unusual, personality quirk, skill, or shared interest you would want it to have to make your interactions feel truly unique and engaging for you?",347ab8f0-6c14-44b2-aba2-5471f06ff53f,b14b4f85,20250625_100630
